root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,threshold,epochs,batch_size,rate_of_growth
0.7349111100144299,0.5400943396226415,0.5400943396226415,0.4599056603773585,0.3863636363636364,0.6035502958579881,0.4711316397228638,"[[ 93 162]
 [ 67 102]]",0.33999999999999986,25,48,0.01
0.8298670045754433,0.6886792452830188,0.6886792452830188,0.3113207547169811,0.25773195876288657,0.9615384615384616,0.4065040650406504,"[[ 32 288]
 [  4 100]]",0.08999999999999969,50,48,0.02
0.9214426752509268,0.8490566037735849,0.8490566037735849,0.1509433962264151,0.1509433962264151,1.0,0.26229508196721313,"[[  0 360]
 [  0  64]]",-3.0878077872387166e-16,75,64,0.03
0.9516619028617729,0.9056603773584906,0.9056603773584906,0.09433962264150944,0.09433962264150944,1.0,0.1724137931034483,"[[  0 384]
 [  0  40]]",-3.0878077872387166e-16,100,48,0.04
0.9761302109243649,0.9528301886792452,0.9528301886792452,0.04716981132075472,0.04716981132075472,1.0,0.09009009009009007,"[[  0 404]
 [  0  20]]",-3.0878077872387166e-16,100,48,0.05
