root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.8743192667090026,0.7644341801385681,0.7644341801385681,0.2355658198614319,1.0,0.2355658198614319,0.3813084112149533,"[[  0   0]
 [662 204]]",25,25,0.01
0.9484398274195184,0.8995381062355658,0.8995381062355658,0.10046189376443418,1.0,0.10046189376443418,0.1825813221406086,"[[  0   0]
 [779  87]]",25,25,0.02
0.9772232897182032,0.9549653579676676,0.9549653579676676,0.04503464203233257,1.0,0.04503464203233257,0.0861878453038674,"[[  0   0]
 [827  39]]",25,25,0.03
0.990719056757582,0.9815242494226328,0.9815242494226328,0.0184757505773672,1.0,0.0184757505773672,0.036281179138321996,"[[  0   0]
 [850  16]]",25,25,0.04
0.9947901237448185,0.9896073903002308,0.9896073903002308,0.010392609699769052,1.0,0.010392609699769052,0.02057142857142857,"[[  0   0]
 [857   9]]",25,25,0.05
0.9988445981121532,0.9976905311778292,0.9976905311778292,0.002309468822170901,1.0,0.002309468822170901,0.004608294930875576,"[[  0   0]
 [864   2]]",25,25,0.1
