root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.8415702790148653,0.7082405345211581,0.7082405345211581,0.29175946547884185,1.0,0.29175946547884185,0.4517241379310345,"[[  0   0]
 [636 262]]",25,25,0.01
0.9144959788445982,0.8363028953229399,0.8363028953229399,0.16369710467706014,1.0,0.16369710467706014,0.2813397129186603,"[[  0   0]
 [751 147]]",25,25,0.02
0.9526659346662378,0.9075723830734966,0.9075723830734966,0.09242761692650334,1.0,0.09242761692650334,0.16921508664627932,"[[  0   0]
 [815  83]]",25,25,0.03
0.9729069247297412,0.9465478841870824,0.9465478841870824,0.0534521158129176,1.0,0.0534521158129176,0.10147991543340383,"[[  0   0]
 [850  48]]",25,25,0.04
0.9820210059488144,0.9643652561247216,0.9643652561247216,0.035634743875278395,1.0,0.035634743875278395,0.06881720430107527,"[[  0   0]
 [866  32]]",25,25,0.05
0.99777034282223,0.9955456570155902,0.9955456570155902,0.004454342984409799,1.0,0.004454342984409799,0.008869179600886918,"[[  0   0]
 [894   4]]",25,25,0.1
