root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.8155050850174512,0.6650485436893204,0.6650485436893204,0.33495145631067963,1.0,0.33495145631067963,0.5018181818181818,"[[  0   0]
 [548 276]]",25,25,0.01
0.8983534020370025,0.8070388349514563,0.8070388349514563,0.1929611650485437,1.0,0.1929611650485437,0.32349949135300105,"[[  0   0]
 [665 159]]",25,25,0.02
0.941234471371022,0.8859223300970874,0.8859223300970874,0.11407766990291265,1.0,0.11407766990291265,0.2047930283224401,"[[  0   0]
 [730  94]]",25,25,0.03
0.9710618749845674,0.9429611650485435,0.9429611650485435,0.05703883495145631,1.0,0.05703883495145631,0.1079219288174512,"[[  0   0]
 [777  47]]",25,25,0.04
0.9816273391719024,0.9635922330097088,0.9635922330097088,0.03640776699029126,1.0,0.03640776699029126,0.0702576112412178,"[[  0   0]
 [794  30]]",25,25,0.05
0.998177951720519,0.9963592233009708,0.9963592233009708,0.003640776699029127,1.0,0.003640776699029127,0.007255139056831924,"[[  0   0]
 [821   3]]",25,25,0.1
