accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.52,0.5161290322580645,0.64,0.5714285714285714,"[[20 30]
 [18 32]]",25,32,adam,sigmoid,0.2,32,3,0.001
0.58,0.5555555555555556,0.43478260869565216,0.4878048780487805,"[[38 16]
 [26 20]]",25,75,adam,sigmoid,0.2,32,3,0.002
0.5,0.4222222222222222,0.4418604651162791,0.4318181818181818,"[[31 26]
 [24 19]]",50,32,adam,sigmoid,0.2,32,3,0.003
0.63,0.5416666666666666,0.3333333333333333,0.4126984126984126,"[[50 11]
 [26 13]]",75,25,adam,sigmoid,0.2,32,3,0.004
0.61,0.47058823529411764,0.21052631578947367,0.2909090909090909,"[[53  9]
 [30  8]]",25,25,adam,sigmoid,0.2,32,3,0.005
