root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.41932960851120765,0.17583732057416268,0.17583732057416268,0.8241626794258373,0.583011583011583,0.7947368421052632,0.6726057906458798,"[[538 108]
 [ 39 151]]",75,32,0.01
0.38668014055609123,0.14952153110047847,0.14952153110047847,0.8504784688995215,0.2986111111111111,0.6417910447761194,0.4075829383886256,"[[668 101]
 [ 24  43]]",100,100,0.02
0.2955005484981025,0.08732057416267942,0.08732057416267942,0.9126794258373205,0.11688311688311688,0.6428571428571429,0.1978021978021978,"[[754  68]
 [  5   9]]",75,48,0.03
0.24699146683437306,0.061004784688995214,0.061004784688995214,0.9389952153110048,0.0,0.0,0.0,"[[785  51]
 [  0   0]]",25,48,0.04
0.19564639521780738,0.03827751196172249,0.03827751196172249,0.9617224880382775,0.0,0.0,0.0,"[[804  32]
 [  0   0]]",50,48,0.05
