root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.5721488093928765,0.3273542600896861,0.3273542600896861,0.672645739910314,0.24489795918367346,0.25,0.24742268041237114,"[[276  74]
 [ 72  24]]",100,25,0.01
0.3758398666735155,0.1412556053811659,0.1412556053811659,0.8587443946188341,0.08823529411764706,0.08571428571428572,0.08695652173913045,"[[380  31]
 [ 32   3]]",75,25,0.02
0.19523470984497382,0.03811659192825112,0.03811659192825112,0.9618834080717489,0.0,0.0,0.0,"[[429  14]
 [  3   0]]",75,25,0.03
0.1420541171431135,0.020179372197309416,0.020179372197309416,0.9798206278026906,0.0,0.0,0.0,"[[437   5]
 [  4   0]]",100,25,0.04
0.047351372381037836,0.002242152466367713,0.002242152466367713,0.9977578475336323,0.0,0.0,0.0,"[[445   1]
 [  0   0]]",75,100,0.05
