root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.5002978850428088,0.25029797377830754,0.25029797377830754,0.7497020262216925,0.3763440860215054,0.4268292682926829,0.4,"[[559 116]
 [ 94  70]]",100,25,0.01
0.3238622700535571,0.10488676996424315,0.10488676996424315,0.8951132300357568,0.039473684210526314,0.16666666666666666,0.06382978723404256,"[[748  73]
 [ 15   3]]",75,25,0.02
0.21560127415201283,0.04648390941597139,0.04648390941597139,0.9535160905840286,0.027777777777777776,0.2,0.048780487804878044,"[[799  35]
 [  4   1]]",100,25,0.03
0.13809533595194506,0.01907032181168057,0.01907032181168057,0.9809296781883194,0.0,0.0,0.0,"[[823  16]
 [  0   0]]",75,100,0.04
0.10917394896357077,0.011918951132300357,0.011918951132300357,0.9880810488676997,0.0,0.0,0.0,"[[829  10]
 [  0   0]]",50,64,0.05
