root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.412534479,0.170184697,0.170184697,0.829815303,0.743295019,0.7578125,0.750483559,"[[435  67]
 [ 62 194]]",75,25,0.01
0.418881536,0.175461741,0.175461741,0.824538259,0.497297297,0.696969697,0.58044164,"[[533  93]
 [ 40  92]]",100,25,0.02
0.396222266,0.156992084,0.156992084,0.843007916,0.218045113,0.659090909,0.327683616,"[[610 104]
 [ 15  29]]",75,25,0.03
0.355877896,0.126649077,0.126649077,0.873350923,0.079545455,0.318181818,0.127272727,"[[655  81]
 [ 15   7]]",100,32,0.04
0.308199298,0.094986807,0.094986807,0.905013193,0,0,0,"[[686  62]
 [ 10   0]]",100,32,0.05
