root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.485504156,0.235714286,0.235714286,0.764285714,0.426008969,0.575757576,0.489690722,"[[547 128]
 [ 70  95]]",25,25,0.01
0.356904682,0.127380952,0.127380952,0.872619048,0,0,0,"[[733 107]
 [  0   0]]",25,25,0.02
0.25819889,0.066666667,0.066666667,0.933333333,0.018518519,0.25,0.034482759,"[[783  53]
 [  3   1]]",50,25,0.03
0.185805838,0.03452381,0.03452381,0.96547619,0,0,0,"[[811  28]
 [  1   0]]",75,25,0.04
0.138013112,0.019047619,0.019047619,0.980952381,0,0,0,"[[824  16]
 [  0   0]]",75,25,0.05
