root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.3923492672275984,0.15393794749403342,0.15393794749403342,0.8460620525059666,0.5871212121212122,0.8857142857142857,0.7061503416856493,"[[554 109]
 [ 20 155]]",25,25,0.01
0.36883354803694024,0.1360381861575179,0.1360381861575179,0.863961813842482,0.5878787878787879,0.6783216783216783,0.6298701298701299,"[[627  68]
 [ 46  97]]",25,25,0.02
0.30897474620873044,0.0954653937947494,0.0954653937947494,0.9045346062052506,0.29245283018867924,0.8611111111111112,0.43661971830985913,"[[727  75]
 [  5  31]]",25,25,0.03
0.24910340416499152,0.06205250596658711,0.06205250596658711,0.9379474940334129,0.3220338983050847,0.6129032258064516,0.4222222222222223,"[[767  40]
 [ 12  19]]",25,25,0.04
0.20142689086308338,0.0405727923627685,0.0405727923627685,0.9594272076372315,0.0,0.0,0.0,"[[804  33]
 [  1   0]]",25,25,0.05
