security code,security name,revenue,income,expenditure,profit,eps,year,quartile
530965,INDIAN OIL CORPORATION LTD,497864.5,574184.9,-517039.1,38177.5,32.02,2007,3
530965,INDIAN OIL CORPORATION LTD,589600.5,654048.4,-617573.4,20906.9,17.53,2007,4
530965,INDIAN OIL CORPORATION LTD,643635.9,717928.2,-719700.0,-4142.7,-3.48,2008,1
530965,INDIAN OIL CORPORATION LTD,748726.0,891485.7,-881119.8,4151.3,3.48,2008,2
530965,INDIAN OIL CORPORATION LTD,864663.0,869874.7,-930327.7,-70471.3,-59.1,2008,3
530965,INDIAN OIL CORPORATION LTD,705340.6,612856.7,-678784.8,29585.9,24.81,2008,4
530965,INDIAN OIL CORPORATION LTD,599377.3,533790.7,-517836.3,66229.6,54.56,2009,1
530965,INDIAN OIL CORPORATION LTD,591795.9,583214.5,-549404.0,36828.3,30.34,2009,2
530965,INDIAN OIL CORPORATION LTD,609697.0,607873.0,-493.0,2843.6,2.34,2009,3
530965,INDIAN OIL CORPORATION LTD,704097.7,652257.2,1797.7,6965.9,2.87,2009,4
530965,INDIAN OIL CORPORATION LTD,785769.7,665405.2,-708184.1,55567.7,22.89,2010,1
530965,INDIAN OIL CORPORATION LTD,719244.8,2518.2,-756247.3,-33883.9,-13.96,2010,2
530965,INDIAN OIL CORPORATION LTD,773357.5,697467.4,-715635.0,52939.5,21.8,2010,3
530965,INDIAN OIL CORPORATION LTD,808973.3,758907.2,-787833.8,16347.6,6.73,2010,4
530965,INDIAN OIL CORPORATION LTD,987226.5,873209.1,-941564.8,39051.6,16.08,2011,1
530965,INDIAN OIL CORPORATION LTD,1012845.1,925230.0,-1043698.4,-37187.0,-15.37,2011,2
530965,INDIAN OIL CORPORATION LTD,891851.3,891455.5,-957711.5,-74855.5,-30.83,2011,3
530965,INDIAN OIL CORPORATION LTD,1156418.7,987844.4,-1057675.5,24884.4,10.25,2011,4
530965,INDIAN OIL CORPORATION LTD,1284439.6,1277355.0,-30455.3,126704.3,52.19,2012,1
530965,INDIAN OIL CORPORATION LTD,968966.6,966027.7,-81834.6,-224509.5,-92.47,2012,2
530965,INDIAN OIL CORPORATION LTD,1060012.1,1057912.9,-38493.6,96113.5,39.59,2012,3
530965,INDIAN OIL CORPORATION LTD,1155175.1,1152766.5,-62377.2,33319.6,13.72,2012,4
530965,INDIAN OIL CORPORATION LTD,1286810.3,1284496.9,-51052.3,145128.1,59.77,2013,1
530965,INDIAN OIL CORPORATION LTD,1104666.1,1102331.8,-99346.9,-30932.3,-12.74,2013,2
530965,INDIAN OIL CORPORATION LTD,1103902.4,1098594.9,-97347.7,16839.2,6.94,2013,3
530965,INDIAN OIL CORPORATION LTD,1176719.5,1174151.8,-48935.7,-9614.5,-3.96,2013,4
530965,INDIAN OIL CORPORATION LTD,1348674.2,1346687.6,-43260.0,93898.5,38.67,2014,1
530965,INDIAN OIL CORPORATION LTD,1249566.9,1246662.0,-62777.4,25229.4,10.39,2014,2
530965,INDIAN OIL CORPORATION LTD,1116638.1,1113049.3,-77675.6,-8984.6,-3.7,2014,3
530965,INDIAN OIL CORPORATION LTD,1070736.0,1069273.4,-81102.5,-26368.0,-10.86,2014,4
530965,INDIAN OIL CORPORATION LTD,938320.3,934915.5,-73188.1,62853.5,25.89,2015,1
