security code,security name,revenue,income,expenditure,profit,eps,year,quartile
533155,Jubilant FoodWorks Ltd,1173.58,1171.36,-1038.75,113.72,1.91,2009,4
533155,Jubilant FoodWorks Ltd,1240.55,123.44,-1117.11,104.04,1.67,2010,1
533155,Jubilant FoodWorks Ltd,1355.51,1355.09,-1167.08,152.8,2.39,2010,2
533155,Jubilant FoodWorks Ltd,1857.08,1856.39,-1612.41,189.59,2.94,2010,4
533155,Jubilant FoodWorks Ltd,1936.86,1936.25,-1689.44,193.28,3.0,2011,1
533155,Jubilant FoodWorks Ltd,2169.17,2168.64,-1842.12,231.67,3.59,2011,2
533155,Jubilant FoodWorks Ltd,2403.81,2403.2,-2060.73,236.7,3.66,2011,3
533155,Jubilant FoodWorks Ltd,2770.47,2769.76,-2342.03,294.75,4.54,2011,4
533155,Jubilant FoodWorks Ltd,2831.97,2829.55,-813.5,293.32,4.51,2012,1
533155,Jubilant FoodWorks Ltd,3145.06,0.61,-906.79,323.49,4.97,2012,2
533155,Jubilant FoodWorks Ltd,3420.97,3420.38,-701.57,323.49,4.97,2012,3
533155,Jubilant FoodWorks Ltd,3851.49,3850.83,-1180.87,377.01,5.78,2012,4
533155,Jubilant FoodWorks Ltd,3658.2,3657.54,-707.99,327.11,5.01,2013,1
533155,Jubilant FoodWorks Ltd,3964.96,3964.3,-1169.06,340.04,5.21,2013,2
533155,Jubilant FoodWorks Ltd,4366.77,4366.04,-1321.78,332.44,5.09,2013,3
533155,Jubilant FoodWorks Ltd,4565.93,4565.11,-1423.8,335.99,5.14,2013,4
533155,Jubilant FoodWorks Ltd,4337.32,4336.52,-1364.68,249.51,3.81,2014,1
533155,Jubilant FoodWorks Ltd,4768.25,4767.37,-1507.83,277.27,4.24,2014,2
533155,Jubilant FoodWorks Ltd,5011.6,5010.78,-1566.86,290.06,4.43,2014,3
533155,Jubilant FoodWorks Ltd,5543.69,5542.68,-1732.97,350.14,5.34,2014,4
533155,Jubilant FoodWorks Ltd,5421.11,5420.1,-1658.81,315.32,4.81,2015,1
533155,Jubilant FoodWorks Ltd,5706.89,5705.85,-1769.9,294.68,4.49,2015,2
533155,Jubilant FoodWorks Ltd,5875.3,5872.94,-1844.06,238.83,3.64,2015,3
533155,Jubilant FoodWorks Ltd,6339.42,6337.61,-1968.89,317.45,4.83,2015,4
533155,Jubilant FoodWorks Ltd,6180.5,6178.36,-1878.07,294.66,4.47,2016,1
533155,Jubilant FoodWorks Ltd,6089.17,6087.65,-1979.49,189.97,2.89,2016,2
533155,Jubilant FoodWorks Ltd,6655.42,6654.32,-2106.11,215.66,3.28,2016,3
533155,Jubilant FoodWorks Ltd,6588.36,6587.55,-2044.07,199.73,3.03,2016,4
533155,Jubilant FoodWorks Ltd,6127.75,6163.53,-2681.19,67.19,1.02,2017,1
533155,Jubilant FoodWorks Ltd,6788.16,6818.16,-2127.46,238.42,3.62,2017,2
533155,Jubilant FoodWorks Ltd,7266.38,7302.82,-6570.11,484.71,7.4,2017,3
533155,Jubilant FoodWorks Ltd,7951.65,7985.07,-2186.74,660.24,10.01,2017,4
533155,Jubilant FoodWorks Ltd,7798.21,7925.6,-2238.92,680.68,10.32,2018,1
533155,Jubilant FoodWorks Ltd,8550.59,8621.99,-2566.31,746.77,5.66,2018,2
533155,Jubilant FoodWorks Ltd,8813.61,8921.98,-2568.7,776.72,5.89,2018,3
533155,Jubilant FoodWorks Ltd,9290.53,9428.52,-2676.45,965.07,7.31,2018,4
533155,Jubilant FoodWorks Ltd,8651.97,8803.36,-2540.7,739.48,5.6,2019,1
533155,Jubilant FoodWorks Ltd,9400.89,9553.59,-2850.23,747.79,5.67,2019,2
533155,Jubilant FoodWorks Ltd,9882.33,10054.6,-2911.01,759.29,5.75,2019,3
533155,Jubilant FoodWorks Ltd,10596.03,10755.17,-3128.77,1036.97,7.86,2019,4
533155,Jubilant FoodWorks Ltd,8978.51,9182.64,-2815.32,210.47,1.59,2020,1
533155,Jubilant FoodWorks Ltd,3802.82,3929.7,-1227.82,-726.28,-5.5,2020,2
533155,Jubilant FoodWorks Ltd,8055.06,8366.38,-2533.98,769.13,5.83,2020,3
533155,JUBLFOOD,10572.26,10727.93,-3296.37,1251.02,9.48,2020,4
