security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500180,HDFCBANK,23627.6,28451.4,-8183.8,3684.8,10.6,2007,3
500180,HDFCBANK,27269.0,34057.9,-10501.2,4293.6,12.1,2007,4
500180,HDFCBANK,29561.8,35055.2,-11027.4,4711.1,13.3,2008,1
500180,HDFCBANK,36217.3,42151.5,-12893.8,4643.5,11.0,2008,2
500180,HDFCBANK,39912.1,46343.2,-13867.1,5279.8,12.4,2008,3
500180,HDFCBANK,44685.0,54078.9,-14605.6,6217.4,14.6,2008,4
500180,HDFCBANK,42508.3,53655.2,-13961.7,6308.8,14.8,2009,1
500180,HDFCBANK,40931.0,51367.5,-13805.8,6061.1,14.2,2009,2
500180,HDFCBANK,39918.9,49992.9,-13701.6,6874.6,16.1,2009,3
500180,HDFCBANK,40348.1,48878.2,-14532.2,8185.0,18.7,2009,4
500180,HDFCBANK,40531.1,49566.6,-15605.4,8366.2,18.3,2010,1
500180,HDFCBANK,44201.5,53600.3,-15923.1,8117.1,17.7,2010,2
500180,HDFCBANK,48100.0,57707.0,-16798.8,9121.4,19.8,2010,3
500180,HDFCBANK,52299.6,63577.8,-18318.2,10878.3,23.5,2010,4
500180,HDFCBANK,54685.5,67243.1,-19983.7,11147.1,24.0,2011,1
500180,HDFCBANK,59779.7,70980.0,-19346.3,10849.8,23.3,2011,2
500180,HDFCBANK,67177.0,79293.8,-20303.9,11993.5,5.1,2011,3
500180,HDFCBANK,72026.4,86226.4,-21579.6,14296.6,6.1,2011,4
500180,HDFCBANK,73880.4,88800.2,-24670.8,14530.8,6.2,2012,1
500180,HDFCBANK,80074.2,95369.1,-24326.0,14173.9,6.0,2012,2
500180,HDFCBANK,85246.5,98697.7,-25055.0,15599.8,6.6,2012,3
500180,HDFCBANK,87076.2,105065.1,-25741.1,18590.7,7.9,2012,4
500180,HDFCBANK,93239.1,111275.4,-31361.7,18898.4,8.0,2013,1
500180,HDFCBANK,96629.6,115885.6,-30381.9,18438.6,7.7,2013,2
500180,HDFCBANK,100933.4,119376.9,-29342.1,19823.2,8.3,2013,3
500180,HDFCBANK,105906.8,127389.5,-28950.7,23257.0,9.8,2013,4
500180,HDFCBANK,107885.6,127899.8,-31747.2,23265.2,9.7,2014,1
500180,HDFCBANK,112200.8,130706.5,-31784.1,22330.4,9.3,2014,2
500180,HDFCBANK,118476.3,138947.3,-34979.0,23814.6,9.9,2014,3
500180,HDFCBANK,123958.3,149307.4,-34562.8,27945.1,11.5,2014,4
500180,HDFCBANK,130063.7,155701.3,-38549.6,28069.1,11.4,2015,1
500180,HDFCBANK,140410.6,165029.7,-40007.9,26957.2,10.7,2015,2
500180,HDFCBANK,147725.2,173242.8,-41897.7,28694.5,11.5,2015,3
500180,HDFCBANK,154111.2,182833.1,-42048.4,33568.4,13.3,2015,4
500180,HDFCBANK,159967.5,188626.1,-45842.9,33742.2,13.3,2016,1
500180,HDFCBANK,165160.2,193226.3,-47688.6,32389.1,12.8,2016,2
500180,HDFCBANK,170699.4,199708.9,-48699.9,34553.3,13.6,2016,3
500180,HDFCBANK,176056.0,207482.7,-48425.1,38653.3,15.2,2016,4
500180,HDFCBANK,181144.0,215606.6,-52219.6,39900.9,15.6,2017,1
500180,HDFCBANK,186687.2,221853.8,-53674.6,38938.4,15.2,2017,2
500180,HDFCBANK,196702.8,232761.8,-55400.5,41510.3,16.1,2017,3
500180,HDFCBANK,205812.7,244504.4,-57322.2,46426.0,17.9,2017,4
500180,HDFCBANK,213210.8,255496.6,-60506.3,47992.8,18.5,2018,1
500180,HDFCBANK,225489.8,263670.4,-59838.8,46014.4,17.7,2018,2
500180,HDFCBANK,241995.6,282151.5,-62990.5,50057.3,18.7,2018,3
500180,HDFCBANK,258902.6,308112.7,-67193.4,55858.5,20.6,2018,4
500180,HDFCBANK,263332.5,312044.6,-71171.0,58851.2,21.6,2019,1
500180,HDFCBANK,273915.9,323618.4,-71172.6,55681.6,20.4,2019,2
500180,HDFCBANK,281662.8,337550.0,-74056.8,63449.9,11.6,2019,3
500180,HDFCBANK,293697.2,360390.0,-78967.7,74164.8,13.5,2019,4
500180,HDFCBANK,298850.6,359176.3,-82778.1,69276.9,12.6,2020,1
500180,HDFCBANK,303779.7,344532.8,-69114.6,66586.2,12.1,2020,2
500180,HDFCBANK,299769.7,360694.2,-80550.6,75131.1,13.7,2020,3
500180,HDFCBANK,300797.0,375229.2,-85748.1,87582.9,15.9,2020,4
