security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500034,BAJFINANCE,1043.2,1234.0,-760.5,37.8,1.04,2007,3
500034,BAJFINANCE,1092.9,1323.9,-795.3,81.2,2.22,2007,4
500034,BAJFINANCE,1110.2,1417.5,-853.6,45.7,1.26,2008,1
500034,BAJFINANCE,1037.2,1282.3,-802.8,30.1,0.82,2008,2
500034,BAJFINANCE,1368.2,1373.6,-873.1,45.7,1.25,2008,3
500034,BAJFINANCE,1574.6,1360.1,-999.5,112.8,3.08,2008,4
500034,BAJFINANCE,1754.1,1580.4,-1164.6,150.6,4.12,2009,1
500034,BAJFINANCE,1895.6,1648.6,-81.2,152.1,4.16,2009,2
500034,BAJFINANCE,2194.8,1953.8,-108.2,216.9,5.93,2009,3
500034,BAJFINANCE,2493.1,2248.9,-1512.0,273.2,7.46,2009,4
500034,BAJFINANCE,2527.6,2245.3,-1628.9,251.9,6.88,2010,1
500034,BAJFINANCE,2956.4,2701.3,-238.4,467.8,12.78,2010,2
500034,BAJFINANCE,3203.2,2997.0,-255.4,527.7,14.42,2010,3
500034,BAJFINANCE,3871.2,3596.9,-1698.0,763.9,20.87,2010,4
500034,BAJFINANCE,3892.5,3543.2,-1702.4,710.2,19.4,2011,1
500034,BAJFINANCE,4496.7,4163.5,-438.2,908.1,24.79,2011,2
500034,BAJFINANCE,4916.8,4513.4,-1971.0,873.7,23.85,2011,3
500034,BAJFINANCE,6027.7,5547.2,-574.8,1199.9,32.76,2011,4
500034,BAJFINANCE,6189.0,5738.5,-1353.8,1082.7,29.43,2012,1
500034,BAJFINANCE,7012.7,6669.9,-575.5,1386.9,33.57,2012,2
500034,BAJFINANCE,7355.2,6858.3,-592.2,1287.2,31.12,2012,3
500034,BAJFINANCE,8246.8,7916.8,-721.6,1600.9,38.44,2012,4
500034,BAJFINANCE,8322.5,7802.9,-846.4,1638.1,35.35,2013,1
500034,BAJFINANCE,9283.2,8837.0,-951.0,1757.4,35.3,2013,2
500034,BAJFINANCE,9616.5,8742.0,-969.8,1670.4,33.56,2013,3
500034,BAJFINANCE,10703.2,10274.2,-952.3,1941.4,39.0,2013,4
500034,BAJFINANCE,10711.3,10032.3,-952.7,1820.9,36.61,2014,1
500034,BAJFINANCE,12436.1,11801.0,-1107.8,2113.6,42.46,2014,2
500034,BAJFINANCE,12322.1,11702.5,-989.0,1971.5,39.52,2014,3
500034,BAJFINANCE,14765.5,14164.3,-1273.7,2583.8,51.73,2014,4
500034,BAJFINANCE,14294.3,13531.9,-1310.8,2309.8,46.28,2015,1
500034,BAJFINANCE,16462.1,15716.4,-1529.7,2756.3,54.34,2015,2
500034,BAJFINANCE,16799.3,15920.9,-1400.4,2793.9,52.37,2015,3
500034,BAJFINANCE,20613.6,19717.1,-1873.9,4084.6,76.41,2015,4
500034,BAJFINANCE,19168.1,18211.5,-1638.5,3150.4,58.87,2016,1
500034,BAJFINANCE,22864.0,21659.1,-1908.8,4239.9,79.14,2016,2
500034,BAJFINANCE,23470.1,21802.0,-2130.1,4077.6,7.6,2016,3
500034,BAJFINANCE,27019.7,25271.1,-2594.9,5556.5,10.27,2016,4
500034,BAJFINANCE,26650.2,26729.3,-2042.0,4491.5,8.22,2017,1
500034,BAJFINANCE,31504.7,31645.1,-2752.4,6020.4,11.0,2017,2
500034,BAJFINANCE,30862.4,31023.3,-5149.7,5569.0,10.06,2017,3
500034,BAJFINANCE,35406.3,35432.9,-5530.9,7668.1,13.34,2017,4
500034,BAJFINANCE,35347.6,35572.3,-5752.1,7209.5,12.54,2018,1
500034,BAJFINANCE,37913.4,37961.9,-4642.3,8337.3,14.49,2018,2
500034,BAJFINANCE,40453.5,40933.9,-3308.5,9202.8,15.97,2018,3
500034,BAJFINANCE,46647.7,46730.4,-5703.2,10227.3,17.74,2018,4
