security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500193,HLVLTD,1001.4,1177.4,-615.9,401.2,1.08,2007,3
500193,HLVLTD,1429.6,1513.5,-790.6,549.8,1.48,2007,4
500193,HLVLTD,1546.5,2023.9,-1157.0,294.1,0.74,2008,1
500193,HLVLTD,1240.6,1277.8,-807.4,334.3,0.88,2008,2
500193,HLVLTD,1095.0,1256.9,-799.8,240.5,0.64,2008,3
500193,HLVLTD,1213.0,1211.3,-841.5,205.0,0.54,2008,4
500193,HLVLTD,1019.6,1014.8,-1075.2,670.1,0.06,2009,1
500193,HLVLTD,847.1,831.3,-819.5,10.4,0.01,2009,2
500193,HLVLTD,911.2,897.1,-875.3,17.5,0.05,2009,3
500193,HLVLTD,1277.4,1264.6,-905.5,288.6,0.76,2009,4
500193,HLVLTD,1058.1,1040.7,-928.6,92.4,0.24,2010,2
500193,HLVLTD,1056.3,1044.1,-1000.5,-47.5,-0.12,2010,3
500193,HLVLTD,1422.5,1408.1,-988.8,220.4,0.57,2010,4
500193,HLVLTD,1247.2,1247.2,-1235.2,-264.9,-0.68,2011,2
500193,HLVLTD,1279.4,-89.6,-1369.0,-649.0,-1.67,2011,3
500193,HLVLTD,1784.2,85.3,-1698.9,-996.5,-2.57,2011,4
500193,HLVLTD,1393.1,-851.1,-2244.2,2096.6,5.41,2012,1
500193,HLVLTD,1380.0,1380.0,-437.5,-1018.8,-2.63,2012,2
500193,HLVLTD,1324.0,1324.0,-436.6,-924.9,-2.38,2012,3
500193,HLVLTD,1828.3,1828.3,-422.3,-969.1,-2.47,2012,4
500193,HLVLTD,2006.3,2006.3,-570.0,-1421.7,-3.55,2013,1
500193,HLVLTD,1508.8,-322.5,-513.2,-1485.5,-3.55,2013,2
500193,HLVLTD,1541.3,1541.3,-501.0,-1351.8,-3.23,2013,3
500193,HLVLTD,2040.8,2040.8,-528.6,-1005.9,-2.34,2013,4
500193,HLVLTD,2221.3,272.1,-421.6,-571.4,-1.27,2014,1
500193,HLVLTD,1554.4,1554.4,-524.3,-1746.2,-3.87,2014,2
500193,HLVLTD,1575.4,1575.4,-515.3,-1601.8,-3.55,2014,3
500193,HLVLTD,2136.0,2136.0,-517.1,-1250.4,-2.68,2014,4
500193,HLVLTD,2283.7,2283.7,-566.4,439.6,0.96,2015,1
500193,HLVLTD,1618.1,1618.1,-531.6,-576.7,-1.24,2015,2
500193,HLVLTD,1646.7,1646.7,-513.6,-558.1,-1.2,2015,3
500193,HLVLTD,1843.1,1843.1,-460.1,1621.9,3.48,2015,4
500193,HLVLTD,1938.8,1938.8,-544.4,-2288.7,-4.91,2016,1
500193,HLVLTD,1489.8,1489.8,-474.3,-517.5,-1.11,2016,2
500193,HLVLTD,1564.1,-242.2,-1806.3,-457.3,,2016,3
500193,HLVLTD,1957.2,9.7,-1947.5,-184.5,,2016,4
500193,HLVLTD,1983.5,2071.9,-511.1,134.2,0.29,2017,1
500193,HLVLTD,1501.0,1536.0,-1772.4,-236.4,-0.52,2017,2
500193,HLVLTD,1583.9,1492.5,-1736.9,-244.4,-0.53,2017,3
500193,HLVLTD,2036.1,2298.6,-571.1,406.5,0.68,2017,4
500193,HLVLTD,2064.4,2104.1,-1932.7,-158.0,-0.25,2018,1
500193,HLVLTD,1562.0,1591.6,-1068.3,-666.9,-1.06,2018,2
500193,HLVLTD,1641.4,1676.6,-1113.2,-665.3,-1.06,2018,3
500193,HLVLTD,2090.6,2197.5,-710.3,441.4,0.7,2018,4
500193,HLVLTD,430.6,440.7,-226.0,-298.2,-0.47,2019,1
500193,HLVLTD,318.8,329.4,-190.7,-75.2,-0.12,2019,2
500193,HLVLTD,325.7,333.2,-232.1,166.6,0.26,2019,3
500193,HLVLTD,436.9,469.5,-329.7,2012.3,3.2,2019,4
500193,HLVLTD,375.4,389.8,-565.4,-168.7,-0.27,2020,1
500193,HLVLTD,15.0,41.5,-152.3,-110.8,-0.18,2020,2
500193,HLVLTD,14.5,42.0,-177.7,-122.4,-0.19,2020,3
500193,HLVLTD,69.5,84.3,-160.9,-112.0,-0.18,2020,4
