security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500770,TATA CHEMICALS LTD,12551.2,12994.6,-10826.5,1425.5,6.63,2007,3
500770,TATA CHEMICALS LTD,12240.3,12365.2,-10567.6,1254.8,5.62,2007,4
500770,TATA CHEMICALS LTD,12073.7,12369.7,-9762.7,586.7,2.51,2008,2
500770,TATA CHEMICALS LTD,36065.2,36447.1,-31172.6,2158.0,9.18,2008,3
500770,TATA CHEMICALS LTD,25658.5,25505.7,-24376.5,58.3,0.25,2008,4
500770,TATA CHEMICALS LTD,14407.7,13936.0,-12526.7,943.6,4.01,2009,2
500770,TATA CHEMICALS LTD,12569.4,12506.9,-11009.7,1657.6,7.05,2009,3
500770,TATA CHEMICALS LTD,15418.5,15228.9,-13250.7,1026.4,4.36,2009,4
500770,TATA CHEMICALS LTD,14579.2,14249.5,-12127.9,1512.4,6.22,2010,2
500770,TATA CHEMICALS LTD,17179.4,16828.3,-16307.9,507.2,2.04,2010,3
500770,TATA CHEMICALS LTD,17783.2,17569.4,-15939.6,1327.1,5.21,2010,4
500770,TATA CHEMICALS LTD,15853.3,15763.0,-14193.0,1108.3,4.35,2011,2
500770,TATA CHEMICALS LTD,19746.0,19647.3,-17696.0,1376.2,5.4,2011,3
500770,TATA CHEMICALS LTD,23397.7,23318.9,-21003.0,1530.4,6.01,2011,4
500770,TATA CHEMICALS LTD,20813.3,20397.2,-2741.8,1851.1,7.27,2012,1
500770,TATA CHEMICALS LTD,15376.0,15062.5,-2762.3,681.3,2.67,2012,2
500770,TATA CHEMICALS LTD,24409.8,24217.6,-2909.0,1732.3,6.8,2012,3
500770,TATA CHEMICALS LTD,25455.5,25311.7,-2656.0,2422.1,9.51,2012,4
500770,TATA CHEMICALS LTD,19979.3,19817.5,-3798.5,1597.6,6.27,2013,1
500770,TATA CHEMICALS LTD,16924.8,16830.0,-2746.1,1004.3,3.94,2013,2
500770,TATA CHEMICALS LTD,23550.1,23092.4,-2336.3,1068.1,4.19,2013,3
500770,TATA CHEMICALS LTD,26720.9,26579.9,-2862.1,1476.9,5.8,2013,4
500770,TATA CHEMICALS LTD,20056.8,19756.2,-3381.3,811.4,3.19,2014,1
500770,TATA CHEMICALS LTD,21161.5,20960.2,-2939.7,1695.3,6.65,2014,2
500770,TATA CHEMICALS LTD,28434.2,28261.0,-3155.5,2091.7,8.21,2014,3
500770,TATA CHEMICALS LTD,30192.8,29963.7,-3243.1,2045.5,8.03,2014,4
500770,TATA CHEMICALS LTD,21130.4,20757.3,-3548.6,547.2,2.15,2015,1
500770,TATA CHEMICALS LTD,23277.1,23083.1,-3238.0,1460.0,5.73,2015,2
500770,TATA CHEMICALS LTD,30555.6,30377.1,-3148.8,1916.7,7.52,2015,3
500770,TATA CHEMICALS LTD,29985.4,29833.1,-3445.6,1463.1,5.74,2015,4
500770,TATA CHEMICALS LTD,22681.0,22674.4,-3659.2,1106.0,4.34,2016,1
500770,TATA CHEMICALS LTD,19532.2,19444.9,-2381.6,2029.6,7.97,2016,2
500770,TATA CHEMICALS LTD,16146.1,16070.4,-2621.3,1188.2,4.67,2016,3
500770,TATA CHEMICALS LTD,19087.2,19045.2,-1835.7,2099.7,8.24,2016,4
500770,TATA CHEMICALS LTD,13507.1,14036.6,-2505.3,1609.6,6.31,2017,1
500770,TATA CHEMICALS LTD,9841.4,10449.5,-1765.5,1605.8,6.31,2017,2
500770,TATA CHEMICALS LTD,15978.4,16384.5,-760.1,2105.0,8.26,2017,3
500770,TATA CHEMICALS LTD,9119.7,9277.7,-1930.2,3663.9,14.38,2017,4
500770,TATA CHEMICALS LTD,9182.5,9891.9,-1743.1,10294.9,40.41,2018,1
500770,TATA CHEMICALS LTD,9958.1,11576.4,-1770.1,2559.1,10.05,2018,2
500770,TATA CHEMICALS LTD,10136.1,12029.8,-1805.7,2951.3,11.58,2018,3
500770,TATA CHEMICALS LTD,10190.4,10422.3,-1989.9,1283.7,5.04,2018,4
500770,TATA CHEMICALS LTD,10590.2,11349.5,-1986.3,2303.3,9.04,2019,1
500770,TATA CHEMICALS LTD,10314.4,11891.1,-1974.2,2544.8,9.99,2019,2
500770,TATA CHEMICALS LTD,10205.7,11156.6,-2141.1,2936.5,11.53,2019,3
500770,TATA CHEMICALS LTD,7563.9,8017.7,-1110.8,2111.2,8.28,2019,4
500770,TATA CHEMICALS LTD,7340.5,7815.2,-1128.3,63545.7,249.44,2020,1
500770,TATA CHEMICALS LTD,6279.8,6665.1,-863.7,1087.7,4.27,2020,2
500770,TATA CHEMICALS LTD,7174.6,8201.9,-1157.2,1351.0,5.3,2020,3
500770,TATACHEM,8122.4,8381.3,-1183.1,1156.4,4.54,2020,4
