security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500031,BAJAJELEC,3048.9,3055.3,-2770.1,131.8,7.62,2007,3
500031,BAJAJELEC,3651.3,3672.2,-3299.2,189.2,10.95,2007,4
500031,BAJAJELEC,4521.9,4535.0,-3976.6,332.2,19.22,2008,1
500031,BAJAJELEC,3175.76,3180.92,-2943.57,100.16,5.79,2008,2
500031,BAJAJELEC,3793.2,3801.4,-3512.4,122.0,7.07,2008,3
500031,BAJAJELEC,4249.3,4245.0,-3841.3,194.4,11.25,2008,4
500031,BAJAJELEC,6487.1,6487.1,-5695.2,474.7,27.45,2009,1
500031,BAJAJELEC,3653.8,335.1,-3318.7,163.6,9.46,2009,2
500031,BAJAJELEC,5121.4,522.8,-4598.6,291.8,16.65,2009,3
500031,BAJAJELEC,5921.3,584.5,-5336.8,340.9,19.35,2009,4
500031,BAJAJELEC,7842.0,899.7,-4.9,374.6,3.92,2010,1
500031,BAJAJELEC,4838.7,4836.9,-4454.2,225.0,2.31,2010,2
500031,BAJAJELEC,5877.8,5871.7,-5455.5,232.4,2.36,2010,3
500031,BAJAJELEC,6895.1,6891.9,-6213.0,405.9,4.13,2010,4
500031,BAJAJELEC,9795.9,9793.8,-8812.8,574.6,5.83,2011,1
500031,BAJAJELEC,5442.5,5440.7,-5171.6,110.6,1.12,2011,2
500031,BAJAJELEC,7008.0,6986.2,-6511.9,249.9,2.51,2011,3
500031,BAJAJELEC,7936.4,7928.6,-7317.7,328.4,3.3,2011,4
500031,BAJAJELEC,10601.6,10586.4,-1117.0,489.9,4.92,2012,1
500031,BAJAJELEC,6661.9,6639.7,-816.2,119.8,1.2,2012,2
500031,BAJAJELEC,7338.1,7327.0,-857.0,269.2,2.7,2012,3
500031,BAJAJELEC,8730.3,8721.2,-1370.2,116.8,1.17,2012,4
500031,BAJAJELEC,11137.1,11121.3,-1460.8,6.3,0.07,2013,1
500031,BAJAJELEC,7834.9,7816.4,-1007.8,6.6,0.07,2013,2
500031,BAJAJELEC,9601.8,9586.4,-1421.4,-153.5,-1.54,2013,3
500031,BAJAJELEC,10333.6,10324.2,-1408.4,200.3,2.01,2013,4
500031,BAJAJELEC,12709.7,12695.1,-416.8,-106.5,-1.07,2014,1
500031,BAJAJELEC,8876.1,8859.6,-1288.2,56.3,0.56,2014,2
500031,BAJAJELEC,10294.9,10286.3,-1585.2,-142.1,-1.42,2014,3
500031,BAJAJELEC,10293.4,10292.7,-2044.7,-522.6,-5.2,2014,4
500031,BAJAJELEC,13116.7,13014.6,-807.6,468.9,4.67,2015,1
500031,BAJAJELEC,10090.9,10058.6,-431.0,203.4,2.02,2015,2
500031,BAJAJELEC,11276.5,11208.5,-449.6,112.6,1.11,2015,3
500031,BAJAJELEC,11466.3,11424.9,-446.6,293.1,2.91,2015,4
500031,BAJAJELEC,13571.9,13511.4,-1618.5,346.9,3.44,2016,1
500031,BAJAJELEC,9593.6,9558.8,-560.6,228.7,2.27,2016,2
500031,BAJAJELEC,10057.5,10007.4,-495.5,166.6,1.64,2016,3
500031,BAJAJELEC,10550.9,30.1,-791.6,297.1,2.97,2016,4
500031,BAJAJELEC,12780.6,12894.5,-1846.8,384.2,3.8,2017,1
500031,BAJAJELEC,10294.1,10399.0,-1393.9,205.0,2.02,2017,2
500031,BAJAJELEC,9355.8,9461.3,-459.0,189.8,1.87,2017,3
500031,BAJAJELEC,11451.3,11547.3,-1617.5,368.3,3.62,2017,4
500031,BAJAJELEC,16062.7,16288.2,-2308.6,73.1,0.71,2018,1
500031,BAJAJELEC,11399.3,11492.4,-1518.4,405.3,3.97,2018,2
500031,BAJAJELEC,15984.4,16042.0,-1845.1,340.8,3.33,2018,3
500031,BAJAJELEC,21618.3,21673.5,-2273.2,639.2,6.25,2018,4
500031,BAJAJELEC,17729.4,17992.1,-2391.4,285.4,2.79,2019,1
500031,BAJAJELEC,12977.8,13157.2,-1892.7,174.0,1.7,2019,2
500031,BAJAJELEC,10918.4,11034.5,-1731.2,-329.9,-3.22,2019,3
500031,BAJAJELEC,12815.0,12915.4,-2070.8,154.6,1.51,2019,4
500031,BAJAJELEC,6077.4,6155.3,-958.4,-271.7,-2.39,2020,2
500031,BAJAJELEC,12141.7,12239.3,-1580.0,539.6,4.72,2020,3
500031,BAJAJELEC,14966.7,15200.2,-2068.0,1008.1,8.82,2020,4
