security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500201,INDIAGLYCO,3558.9,3674.3,-2944.6,482.7,17.31,2007,3
500201,INDIAGLYCO,4499.8,4588.1,-3650.8,675.0,24.21,2007,4
500201,INDIAGLYCO,3880.9,3947.7,-3383.5,271.3,9.73,2008,1
500201,INDIAGLYCO,2500.6,2577.9,-2298.3,121.3,4.35,2008,2
500201,INDIAGLYCO,3485.9,3485.3,-3146.9,-104.9,-3.76,2008,3
500201,INDIAGLYCO,2021.0,1964.3,-2329.6,-708.7,-25.42,2008,4
500201,INDIAGLYCO,1777.7,1679.5,-2497.1,-226.6,-8.13,2009,1
500201,INDIAGLYCO,2334.1,2238.5,-2405.3,6.2,0.22,2009,2
500201,INDIAGLYCO,2775.0,2622.0,-2723.1,12.4,0.44,2009,3
500201,INDIAGLYCO,2916.7,101.8,-2794.1,68.2,2.45,2009,4
500201,INDIAGLYCO,3404.2,3417.8,-3188.9,113.1,4.06,2010,1
500201,INDIAGLYCO,3379.1,3317.8,-3206.5,-76.9,-2.76,2010,2
500201,INDIAGLYCO,4110.4,4060.3,-3777.7,88.1,3.16,2010,3
500201,INDIAGLYCO,4271.9,4212.3,-3919.0,73.5,2.64,2010,4
500201,INDIAGLYCO,4402.5,4297.4,-3944.4,171.3,6.14,2011,1
500201,INDIAGLYCO,6313.9,6089.1,-5672.8,257.7,9.24,2011,2
500201,INDIAGLYCO,5715.5,5511.7,-4829.8,281.8,10.11,2011,3
500201,INDIAGLYCO,5867.7,5754.4,-5061.6,231.1,8.29,2011,4
500201,INDIAGLYCO,7855.3,7792.1,-183.1,275.3,9.87,2012,1
500201,INDIAGLYCO,9488.8,9441.0,-209.9,342.0,12.27,2012,2
500201,INDIAGLYCO,7765.1,7717.6,-217.2,405.7,14.53,2012,3
500201,INDIAGLYCO,8069.5,8022.4,-198.4,260.2,8.4,2012,4
500201,INDIAGLYCO,7970.3,7912.4,-797.8,201.4,6.5,2013,1
500201,INDIAGLYCO,8143.6,8112.9,-733.2,-262.3,-8.47,2013,2
500201,INDIAGLYCO,6840.0,6806.4,-403.2,-262.7,-8.48,2013,3
500201,INDIAGLYCO,6971.6,6935.0,-198.1,-214.8,-6.94,2013,4
500201,INDIAGLYCO,6898.3,6835.6,-212.1,-455.6,-14.72,2014,1
500201,INDIAGLYCO,7403.1,7253.2,-578.7,13.1,0.42,2014,2
500201,INDIAGLYCO,6523.0,101.0,-197.4,-191.8,-6.19,2014,3
500201,INDIAGLYCO,5431.4,5368.6,-225.7,-408.4,-13.19,2014,4
500201,INDIAGLYCO,6312.9,6208.6,-232.3,-26.3,-0.85,2015,1
500201,INDIAGLYCO,7079.6,6988.2,-208.1,77.3,2.5,2015,2
500201,INDIAGLYCO,5432.6,5324.2,-218.1,13.7,0.44,2015,3
500201,INDIAGLYCO,5316.4,5242.7,-230.4,-256.8,-8.29,2015,4
500201,INDIAGLYCO,5393.7,5323.8,-195.5,-175.8,-5.68,2016,1
500201,INDIAGLYCO,6079.1,6018.8,-229.2,77.9,2.52,2016,2
500201,INDIAGLYCO,9975.0,9926.1,-253.8,119.7,3.86,2016,3
500201,INDIAGLYCO,8192.3,65.8,-229.1,89.2,2.88,2016,4
500201,INDIAGLYCO,8888.1,8920.0,-656.4,158.5,5.12,2017,1
500201,INDIAGLYCO,9837.5,9903.7,-713.3,82.6,2.67,2017,2
500201,INDIAGLYCO,11628.7,11632.9,-791.2,146.9,4.74,2017,3
500201,INDIAGLYCO,9843.2,9861.9,-255.0,343.1,11.08,2017,4
500201,INDIAGLYCO,10245.1,10312.0,-644.7,408.2,13.18,2018,1
500201,INDIAGLYCO,11228.0,11247.5,-890.0,422.1,13.63,2018,2
500201,INDIAGLYCO,13596.9,13633.1,-870.3,436.6,14.1,2018,3
500201,INDIAGLYCO,12388.4,12401.5,-913.2,349.7,11.29,2018,4
500201,INDIAGLYCO,13954.9,14052.3,-875.1,273.7,8.84,2019,1
500201,INDIAGLYCO,14125.8,14168.2,-781.9,387.9,12.53,2019,2
500201,INDIAGLYCO,14906.0,14952.0,-828.6,400.5,12.94,2019,3
500201,INDIAGLYCO,15244.1,15261.7,-801.0,293.1,9.47,2019,4
500201,INDIAGLYCO,15235.8,15251.6,-858.3,201.1,6.5,2020,1
500201,INDIAGLYCO,9086.3,9113.4,-572.5,93.1,3.01,2020,2
500201,INDIAGLYCO,15308.6,15336.1,-879.9,308.2,9.95,2020,3
500201,INDIAGLYCO,18131.5,18157.3,-810.2,374.9,12.11,2020,4
