security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500271,MFSL,721.2,976.9,-757.0,169.2,0.76,2007,3
500271,MFSL,774.9,1046.4,-797.8,209.5,0.94,2007,4
500271,MFSL,864.3,1114.3,-851.0,202.2,0.91,2008,1
500271,MFSL,915.2,1188.6,-1001.1,136.1,0.61,2008,2
500271,MFSL,1215.8,1219.6,-1047.4,117.3,0.53,2008,3
500271,MFSL,900.4,99.0,-833.6,32.6,0.15,2008,4
500271,MFSL,909.6,56.7,-848.0,-67.6,-0.3,2009,1
500271,MFSL,838.3,44.5,-813.6,2.1,0.01,2009,2
500271,MFSL,904.9,54.6,-856.6,19.7,0.08,2009,3
500271,MFSL,875.5,51.0,-849.1,-4.0,-0.02,2009,4
500271,MFSL,973.5,55.8,-939.6,-23.7,-0.1,2010,1
500271,MFSL,1017.1,96.3,-997.7,-28.3,-0.12,2010,2
500271,MFSL,1078.1,94.7,-1099.1,-189.5,-0.82,2010,3
500271,MFSL,1241.3,44.1,-1180.3,-68.5,-0.29,2010,4
500271,MFSL,1281.7,120.8,-1289.7,-134.7,-0.58,2011,1
500271,MFSL,1910.2,123.7,-1756.7,-17.5,-0.07,2011,2
500271,MFSL,1873.7,114.9,-1939.2,-103.7,-0.4,2011,3
500271,MFSL,1788.4,75.3,-1763.2,-19.1,-0.07,2011,4
500271,MFSL,1944.3,207.1,-516.6,-13.9,-0.05,2012,1
500271,MFSL,8996.9,89.8,-493.4,5365.4,20.27,2012,2
500271,MFSL,1828.0,1771.4,-479.7,-174.3,-0.66,2012,3
500271,MFSL,2515.0,857.1,-441.2,266.3,1.0,2012,4
500271,MFSL,1811.8,90.5,-558.6,157.4,0.59,2013,1
500271,MFSL,2787.4,1222.4,-400.5,1011.4,3.81,2013,2
500271,MFSL,2106.4,205.4,-460.0,19.9,0.07,2013,3
500271,MFSL,2922.7,972.7,-425.7,736.8,2.77,2013,4
500271,MFSL,2142.7,226.2,-514.6,83.6,0.31,2014,1
500271,MFSL,1117.6,1117.6,-104.1,812.6,3.05,2014,2
500271,MFSL,148.9,148.9,-135.5,-113.0,-0.42,2014,3
500271,MFSL,4163.7,1201.6,-57.4,3292.3,12.35,2014,4
500271,MFSL,387.6,385.5,-82.8,-82.5,-0.31,2015,1
500271,MFSL,455.1,455.1,-40.0,245.9,0.92,2015,2
500271,MFSL,308.3,308.3,-54.6,27.4,0.1,2015,3
500271,MFSL,1364.2,1185.3,-59.6,1273.7,4.77,2015,4
500271,MFSL,129.4,79.1,-109.1,-238.3,-0.89,2016,1
500271,MFSL,1317.3,1264.6,-38.6,1071.2,4.01,2016,2
500271,MFSL,129.6,77.6,-54.2,-131.2,-0.49,2016,3
500271,MFSL,1032.1,980.6,-54.8,804.9,3.01,2016,4
500271,MFSL,70.2,71.3,-72.1,-204.9,-0.77,2017,1
500271,MFSL,916.5,917.5,-51.7,665.8,2.49,2017,2
500271,MFSL,55.4,58.9,-41.1,-193.8,-0.72,2017,3
500271,MFSL,1197.4,1198.6,-39.6,888.0,3.31,2017,4
500271,MFSL,118.1,119.2,-137.3,-129.6,-0.48,2018,1
500271,MFSL,1289.8,1291.3,-37.6,754.4,2.81,2018,2
500271,MFSL,77.7,81.3,-46.4,-563.3,-2.1,2018,3
500271,MFSL,1763.6,1765.7,-29.5,1398.9,5.21,2018,4
