security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500023,ASIANHOTNR,1055.6,1062.9,-298.5,179.3,7.86,2007,3
500023,ASIANHOTNR,1452.5,1479.1,-339.5,496.6,21.78,2007,4
500023,ASIANHOTNR,1593.1,1614.3,-375.4,438.2,19.21,2008,1
500023,ASIANHOTNR,1184.7,1201.2,-297.0,261.1,11.45,2008,2
500023,ASIANHOTNR,1118.1,1124.2,-315.1,173.0,7.59,2008,3
500023,ASIANHOTNR,1242.0,403.7,-339.3,230.7,10.12,2008,4
500023,ASIANHOTNR,1046.1,294.7,-316.1,153.7,6.74,2009,1
500023,ASIANHOTNR,932.5,206.7,-264.4,114.0,5.0,2009,2
500023,ASIANHOTNR,892.0,109.1,-320.3,9.4,0.29,2009,3
500023,ASIANHOTNR,1245.8,320.0,-424.0,161.8,7.1,2009,4
500023,ASIANHOTNR,636.9,320.9,-75.3,262.7,23.04,2010,1
500023,ASIANHOTNR,492.5,115.9,-125.1,53.2,4.67,2010,2
500023,ASIANHOTNR,551.4,125.9,-161.2,63.5,5.57,2010,3
500023,ASIANHOTNR,712.4,244.8,-195.6,71.6,3.68,2010,4
500023,ASIANHOTNR,519.8,125.0,-136.5,41.8,2.15,2011,2
500023,ASIANHOTNR,500.4,127.0,-100.2,139.5,7.17,2011,3
500023,ASIANHOTNR,617.6,161.5,-158.6,135.5,6.97,2011,4
500023,ASIANHOTNR,619.8,95.2,-290.6,39.8,2.02,2012,1
500023,ASIANHOTNR,463.7,78.1,-112.6,66.6,6.47,2012,2
500023,ASIANHOTNR,480.4,480.4,-125.0,-1.5,-0.08,2012,3
500023,ASIANHOTNR,646.7,170.8,-149.7,130.7,6.72,2012,4
500023,ASIANHOTNR,567.5,567.5,-121.6,98.6,5.04,2013,1
500023,ASIANHOTNR,492.8,80.1,-137.9,3.0,0.15,2013,2
500023,ASIANHOTNR,504.6,78.5,-140.4,-493.4,-1.78,2013,3
500023,ASIANHOTNR,637.5,159.4,-148.3,41.4,3.07,2013,4
500023,ASIANHOTNR,642.7,189.6,-126.5,212.3,12.71,2014,1
500023,ASIANHOTNR,476.2,22.3,-137.0,10.5,0.54,2014,2
500023,ASIANHOTNR,540.2,25.2,-134.9,-137.8,-6.29,2014,3
500023,ASIANHOTNR,656.7,139.3,-177.5,-147.1,-6.6,2014,4
500023,ASIANHOTNR,651.8,-13.6,-139.7,-207.4,-12.35,2015,1
500023,ASIANHOTNR,499.4,40.3,-141.3,-286.7,-14.74,2015,2
500023,ASIANHOTNR,538.2,-14.0,-142.1,26.9,1.38,2015,3
500023,ASIANHOTNR,739.44,120.02,-142.36,259.45,13.34,2015,4
500023,ASIANHOTNR,630.35,81.57,-146.02,-169.61,-8.72,2016,1
500023,ASIANHOTNR,546.69,463.21,-139.84,-228.43,-11.63,2016,2
500023,ASIANHOTNR,590.18,499.54,-142.22,-17.14,-0.77,2016,3
500023,ASIANHOTNR,680.91,588.69,-152.97,-66.31,-3.3,2016,4
500023,ASIANHOTNR,694.09,728.61,-141.74,155.75,8.01,2017,1
500023,ASIANHOTNR,569.04,597.25,-207.49,-72.16,-3.6,2017,2
500023,ASIANHOTNR,628.9,689.92,-156.36,-81.94,-4.1,2017,3
500023,ASIANHOTNR,776.23,948.9,-248.63,147.81,7.6,2017,4
500023,ASIANHOTNR,770.22,819.42,-222.97,-17.92,-0.92,2018,1
500023,ASIANHOTNR,574.01,614.35,-206.63,-177.69,-9.13,2018,2
500023,ASIANHOTNR,649.34,689.17,-227.57,-171.05,-8.79,2018,3
500023,ASIANHOTNR,750.82,770.39,-244.98,7.58,0.39,2018,4
500023,ASIANHOTNR,761.06,777.33,-229.89,13.4,0.69,2019,1
500023,ASIANHOTNR,561.23,601.45,-207.93,-148.64,-7.64,2019,2
500023,ASIANHOTNR,658.6,705.39,-227.27,-81.68,-4.2,2019,3
500023,ASIANHOTNR,751.75,770.66,-248.26,-80.4,-4.13,2019,4
500023,ASIANHOTNR,552.36,626.46,-267.59,-320.6,-16.48,2020,1
500023,ASIANHOTNR,80.67,83.22,-78.68,-290.06,-14.91,2020,2
500023,ASIANHOTNR,110.14,123.78,-110.68,-373.41,-19.2,2020,3
500023,ASIANHOTNR,216.08,225.06,-121.46,-131.76,-6.77,2020,4
