security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500010,HDFC,18886.0,18925.0,-863.1,6463.9,24.29,2007,3
500010,HDFC,21503.5,21547.2,-13944.8,6489.3,23.53,2007,4
500010,HDFC,23122.1,23202.1,-14306.6,7681.2,27.34,2008,1
500010,HDFC,23134.8,23186.2,-16687.6,4681.1,16.44,2008,2
500010,HDFC,26151.0,26205.9,-1033.5,5342.3,18.75,2008,3
500010,HDFC,29177.7,28279.7,-1005.6,5468.3,19.2,2008,4
500010,HDFC,31457.7,29350.1,-618.5,7333.7,25.71,2009,1
500010,HDFC,27928.9,26865.4,-1063.5,5649.2,19.82,2009,2
500010,HDFC,28448.3,27835.4,-1007.8,6639.4,23.27,2009,3
500010,HDFC,27569.5,27055.7,-1007.3,6712.5,23.47,2009,4
500010,HDFC,28923.0,28468.8,-739.0,9263.8,32.24,2010,1
500010,HDFC,27971.3,26813.6,-1157.7,6945.9,24.02,2010,2
500010,HDFC,29655.0,29065.5,-1191.3,8075.4,5.53,2010,3
500010,HDFC,33161.7,31489.5,-1153.2,8908.8,6.09,2010,4
500010,HDFC,37741.3,36405.6,-1009.5,11419.5,7.76,2011,1
500010,HDFC,38169.3,38006.7,-1311.4,8445.3,5.75,2011,2
500010,HDFC,41639.3,40770.5,-1409.3,9707.0,6.6,2011,3
500010,HDFC,44673.3,43793.4,-756.7,9812.5,6.65,2011,4
500010,HDFC,48847.5,48056.9,-496.5,13261.4,8.97,2012,1
500010,HDFC,49349.5,49147.1,-685.3,10019.1,6.77,2012,2
500010,HDFC,52694.5,51753.4,-799.9,11511.2,7.59,2012,3
500010,HDFC,52420.2,51457.0,-737.6,11401.0,7.39,2012,4
500010,HDFC,56660.8,55612.0,-468.3,15552.1,10.09,2013,1
500010,HDFC,55569.4,55569.4,-835.6,11731.0,7.57,2013,2
500010,HDFC,59459.4,58591.9,-953.3,12663.3,8.13,2013,3
500010,HDFC,60198.0,59851.8,-892.6,12777.1,8.19,2013,4
500010,HDFC,66203.3,64927.2,-488.6,17231.0,11.0,2014,1
500010,HDFC,64468.0,64459.1,-927.5,13446.6,8.61,2014,2
500010,HDFC,66354.4,65327.1,-898.2,13575.6,8.64,2014,3
500010,HDFC,68709.5,67583.6,-902.8,14254.9,9.07,2014,4
500010,HDFC,74479.7,72229.0,-755.4,18624.3,11.81,2015,1
500010,HDFC,70574.6,70344.3,-960.9,13609.8,8.64,2015,2
500010,HDFC,74665.3,74184.9,-927.9,16045.6,10.02,2015,3
500010,HDFC,72590.8,72590.8,-950.3,15205.1,9.62,2015,4
500010,HDFC,76906.7,76906.7,-716.8,26070.5,16.15,2016,1
500010,HDFC,83822.7,74606.6,-1071.1,18707.3,11.79,2016,2
500010,HDFC,80913.1,80632.1,-975.2,18265.0,11.54,2016,3
500010,HDFC,81371.8,81337.8,-967.5,17012.1,10.6,2016,4
500010,HDFC,85020.3,85145.1,-906.2,20442.0,12.15,2017,1
500010,HDFC,81308.8,81417.6,-1268.4,15557.4,9.79,2017,2
500010,HDFC,87505.6,87609.2,-864.4,21011.2,13.19,2017,3
500010,HDFC,86833.6,86950.9,-952.8,56702.1,35.38,2017,4
500010,HDFC,96221.5,96338.9,-1032.6,28462.2,16.53,2018,1
500010,HDFC,99406.6,99519.8,-1368.0,21900.0,12.96,2018,2
500010,HDFC,112456.1,112569.6,-244.8,24670.8,14.6,2018,3
500010,HDFC,105551.8,105691.2,-1437.3,21138.0,12.29,2018,4
