security code,security name,revenue,income,expenditure,profit,eps,year,quartile
500040,CENTURYTEX,7684.4,7849.5,-6523.8,716.4,9.06,2007,3
500040,CENTURYTEX,8446.4,8568.7,-7182.1,728.0,7.82,2007,4
500040,CENTURYTEX,9517.9,9679.2,-8344.7,625.0,6.72,2008,2
500040,CENTURYTEX,8684.3,8721.1,-8076.3,285.5,3.07,2008,3
500040,CENTURYTEX,8914.3,8797.9,-8223.5,231.4,2.49,2008,4
500040,CENTURYTEX,11358.6,11217.2,-8964.7,1416.2,15.22,2009,2
500040,CENTURYTEX,10297.5,10139.7,-8615.5,826.3,8.88,2009,3
500040,CENTURYTEX,10949.0,10681.0,-9692.4,596.4,6.41,2009,4
500040,CENTURYTEX,11296.4,11154.2,-9651.2,1004.3,10.79,2010,2
500040,CENTURYTEX,11105.0,10979.2,-10151.1,660.5,7.1,2010,3
500040,CENTURYTEX,11636.8,11363.8,-11077.6,213.6,2.3,2010,4
500040,CENTURYTEX,11760.3,11640.2,-11246.7,239.0,2.57,2011,2
500040,CENTURYTEX,10989.5,10725.6,-10993.7,-321.6,-3.46,2011,3
500040,CENTURYTEX,13015.1,12770.4,-12061.3,542.8,5.83,2011,4
500040,CENTURYTEX,12962.9,12756.1,-1098.4,-238.9,-2.57,2012,1
500040,CENTURYTEX,13886.8,13724.7,-1207.9,24.1,0.26,2012,2
500040,CENTURYTEX,14308.8,14138.5,-1171.3,-256.6,-2.76,2012,3
500040,CENTURYTEX,15201.1,14997.9,-1213.0,-291.9,-3.14,2012,4
500040,CENTURYTEX,16098.0,15773.4,-1336.7,179.5,1.93,2013,1
500040,CENTURYTEX,15908.3,15734.2,-1284.6,376.5,4.05,2013,2
500040,CENTURYTEX,15866.9,15511.9,-1310.7,-316.1,-3.4,2013,3
500040,CENTURYTEX,16393.3,15842.3,-1331.2,15.8,0.17,2013,4
500040,CENTURYTEX,18490.7,17675.4,-1088.3,-49.0,-0.53,2014,1
500040,CENTURYTEX,18873.7,18389.3,-1382.0,664.9,7.15,2014,2
500040,CENTURYTEX,17058.3,16429.0,-1409.2,7.7,0.08,2014,3
500040,CENTURYTEX,18475.7,17700.0,-1591.7,-635.8,-6.83,2014,4
500040,CENTURYTEX,21055.1,20359.3,-1780.1,118.1,1.27,2015,1
500040,CENTURYTEX,20338.9,19447.2,-1616.4,-290.1,-2.86,2015,2
500040,CENTURYTEX,19512.3,18773.5,-1564.6,-242.6,-2.39,2015,3
500040,CENTURYTEX,19396.0,18756.6,-1617.2,-104.1,-1.02,2015,4
500040,CENTURYTEX,20476.7,19547.4,-1666.9,91.6,0.82,2016,1
500040,CENTURYTEX,20712.6,20244.0,-1659.4,9.3,0.08,2016,2
500040,CENTURYTEX,20339.2,19852.1,-1727.1,411.0,3.68,2016,3
500040,CENTURYTEX,19625.4,19260.5,-1607.0,138.9,1.24,2016,4
500040,CENTURYTEX,23245.9,23535.0,-23144.2,368.3,3.3,2017,1
500040,CENTURYTEX,23192.5,23427.6,-21594.6,1202.4,10.77,2017,2
500040,CENTURYTEX,18216.9,18445.7,-17345.3,527.8,4.72,2017,3
500040,CENTURYTEX,20693.9,20865.7,-19237.8,899.4,8.05,2017,4
500040,CENTURYTEX,20872.8,22361.6,-20634.6,1087.0,9.73,2018,1
500040,CENTURYTEX,21882.1,22093.8,-19318.5,1626.6,14.56,2018,2
500040,CENTURYTEX,20888.9,21107.2,-18794.2,1565.2,14.01,2018,3
500040,CENTURYTEX,9511.1,9572.2,-8203.6,1342.7,12.02,2018,4
500040,CENTURYTEX,9387.6,10085.4,-7653.8,2276.2,20.38,2019,1
500040,CENTURYTEX,8743.5,8811.1,-7571.7,1934.6,17.32,2019,2
500040,CENTURYTEX,8851.8,8904.8,-7845.5,2015.3,18.04,2019,3
500040,CENTURYTEX,8774.0,8891.5,-7910.8,574.4,5.15,2019,4
500040,CENTURYTEX,7866.4,8060.1,-7631.1,1140.0,10.21,2020,1
500040,CENTURYTEX,3994.5,4127.6,-4476.4,-268.8,-2.4,2020,2
500040,CENTURYTEX,6110.1,6282.9,-6218.4,3.6,0.03,2020,3
500040,CENTURYTEX,7717.9,8098.9,-7592.0,479.8,4.29,2020,4
