threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.5287713841368584,0.5287713841368584,1.0,0.6917599186164801,"[[  0 303]
 [  0 340]]",25,25,adam,sigmoid,0.2,32,2,0.001
0.5,0.5101088646967341,0.5101088646967341,1.0,0.6755921730175078,"[[  0 315]
 [  0 328]]",25,25,adam,sigmoid,0.2,32,2,0.002
0.5,0.536547433903577,0.5295950155763239,0.5362776025236593,0.5329153605015673,"[[175 151]
 [147 170]]",25,25,adam,relu,0.2,32,2,0.003
0.48,0.4758942457231726,0.47737909516380655,0.9935064935064936,0.6448893572181243,"[[  0 335]
 [  2 306]]",25,25,adam,sigmoid,0.0,32,2,0.004
0.45999999999999996,0.5256609642301711,0.48148148148148145,0.3501683501683502,0.405458089668616,"[[234 112]
 [193 104]]",25,25,adam,relu,0.2,32,2,0.005
