threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.4904153354632588,0.5224358974358975,0.4894894894894895,0.5054263565891474,"[[144 149]
 [170 163]]",25,25,sgd,relu,0.2,32,2,0.001
0.45999999999999996,0.5351437699680511,0.5683060109289617,0.3291139240506329,0.4168336673346693,"[[231  79]
 [212 104]]",25,25,adam,relu,0.2,32,2,0.002
0.44999999999999996,0.4712460063897764,0.4666666666666667,0.6468646864686468,0.5421853388658368,"[[ 99 224]
 [107 196]]",25,25,sgd,relu,0.2,32,2,0.003
0.42999999999999994,0.4488817891373802,0.4483870967741935,0.9893238434163701,0.6170921198668146,"[[  3 342]
 [  3 278]]",25,25,sgd,sigmoid,0.1,32,2,0.004
0.3899999999999999,0.5079872204472844,0.4280936454849498,0.4830188679245283,0.4539007092198581,"[[190 171]
 [137 128]]",25,25,adam,relu,0.2,32,2,0.005
