Security Code,Security Name
508961,SHRICON INDUSTRIES LTD.
508963,STERLING GUARANTY & FINANCE LTD.
508969,SULABH ENGINEERS & SERVICES LTD.
508980,Frontier Capital Ltd
508989,Navneet Education Limited
508993,KEDIA CONSTRUCTION CO.LTD.
508996,SATRA PROPERTIES (INDIA) LTD.
509003,TRANSOCEANIC PROPERTIES LTD.
509009,AuSom Enterprise Limited
509015,THAKRAL SERVICES (INDIA) LTD.
509020,RUCHI INFRASTRUCTURE LTD.
509026,VJTF EDUSERVICES LTD.
509038,VOLTAIRE LEASING & FINANCE LTD.
509040,NETLINK SOLUTIONS (INDIA) LTD.
509046,LEENA CONSULTANCY LTD.
509048,LANCOR HOLDINGS LTD.
509051,INDIAN INFOTECH & SOFTWARE LTD.
509053,BANAS FINANCE LTD.
509055,VISAKA INDUSTRIES LTD.
509069,INFOMEDIA PRESS LTD.
509073,HATHWAY BHAWANI CABLETEL & DATACOM LTD.
509077,Pressman Advertising Limited
509079,GUFIC BIOSCIENCES LTD.
509084,PHOTON CAPITAL ADVISORS LTD.
509099,OSWAL LEASING LTD.
509148,GOVIND RUBBER LTD.-$
509152,GRP LTD.
509162,INDAG RUBBER LTD.-$
509196,MM RUBBER COMPANY LTD.
509220,PTL ENTERPRISES LTD.-$
509243,TVS SRICHAKRA LTD.-$
509423,Sanathnagar Enterprises Limited
509438,BENARES HOTELS LTD.
509449,BHAGWATI OXYGEN LTD.
509470,Bombay Oxygen Investments Ltd
509472,CRAVATEX LTD.
509480,BERGER PAINTS INDIA LTD.
509486,CAPRIHANS INDIA LTD.-$
509488,GRAPHITE INDIA LTD.
509496,ITD CEMENTATION INDIA LTD.
509525,EMPIRE INDUSTRIES LTD.
509546,GRAVISS HOSPITALITY LTD.
509557,Garware Technical Fibres Ltd
509563,GARWARE MARINE INDUSTRIES LTD.
509567,GOA CARBON LTD.-$
509597,HARDCASTLE & WAUD MFG.CO.LTD.
509631,HEG LTD.
509635,HINDUSTAN COMPOSITES LTD.
509650,HINDUSTAN HOUSING CO.LTD.
509675,HIL LTD.
509692,INDIAN CARD CLOTHING CO.LTD.
509709,INTERNATIONAL CONVEYORS LTD.
509715,JAY SHREE TEA & INDUSTRIES LTD.
509760,MODERN SHARES & STOCKBROKERS LTD.
509782,OSEASPRE CONSULTANTS LTD.
509820,Huhtamaki India Ltd
509835,PREMIER SYNTHETICS LTD.
509845,R.J.SHAH & CO.LTD.
509870,SHAH CONSTRUCTION CO.LTD.
509874,SHALIMAR PAINTS LTD.-$
509887,SINNAR BIDI UDYOG LTD.
509895,HINDOOSTAN MILLS LTD.
509910,SOUTHERN GAS LTD.
509917,TECHNOJET CONSULTANTS LTD.
509930,SUPREME INDUSTRIES LTD.
509945,THACKER & CO.LTD.
509953,TRADE WINGS LTD.
509966,VST INDUSTRIES LTD.
510245,SWASTI VINAYAKA SYNTHETICS LTD.
511000,MADHUSUDAN SECURITIES LTD.
511012,YAMINI INVESTMENTS COMPANY LTD.
511018,Milgrey Finance & Investments Ltd
511034,JINDAL DRILLING & INDUSTRIES LTD.
511048,KUSAM ELECTRICAL INDUSTRIES LTD.
511060,JUMBO FINANCE LTD.
511066,SAKTHI FINANCE LTD.
511072,DEWAN HOUSING FINANCE CORPORATION LTD.
511074,WEIZMANN FINCORP LTD.
511076,SAT INDUSTRIES LTD.-$
511096,TIVOLI CONSTRUCTION LTD.
511108,SHIVA TEXYARN LTD.
511110,V.B.DESAI FINANCIAL SERVICES LTD.
511116,Quadrant Televentures Limited-$
511122,FIRST CUSTODIAN FUND (INDIA) LTD.
511131,KAMANWALA HOUSING CONSTRUCTION LTD.
511139,BAJRANG FINANCE LTD.
511144,Asya Infosoft Limited
511147,WALL STREET FINANCE LTD.
511149,REMI SECURITIES LTD.
511153,Anjani Foods Ltd
511169,RKD Agri & Retail Ltd
511176,PARSHWANATH CORPORATION LTD.
511185,SURYAKRIPA FINANCE LTD.
511187,Millennium Online Solutions ( India ) Ltd
511196,CAN FIN HOMES LTD.
511200,MUNOTH CAPITAL MARKET LTD.
511208,IL&FS INVESTMENT MANAGERS LTD.
511218,SHRIRAM TRANSPORT FINANCE CO.LTD.
511243,Cholamandalam Investment and Finance Company Ltd
511254,SAGAR SYSTECH LTD.
511260,ID Info Business Services Ltd
511333,VLS FINANCE LTD.
511355,INDIA CEMENTS CAPITAL LTD.
511359,AD-MANUM FINANCE LTD.
511367,MEGLON INFRA-REAL (INDIA) LTD.
511377,MEHTA INTEGRATED FINANCE LTD.
511389,VIDEOCON INDUSTRIES LTD.
511391,INTER GLOBE FINANCE LTD.
511401,Munoth Communication Ltd
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
511413,CREST VENTURES LIMITED
511431,Vakrangee Limited-$
511441,GUJARAT CREDIT CORPORATION LTD.
511447,SYLPH TECHNOLOGIES LTD.
511451,DHARANI FINANCE LTD.
511463,Alexander Stamps And Coin Ltd
511473,INDBANK MERCHANT BANKING SERVICES LTD.
511501,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.
511505,CAPITAL TRUST LTD.
511507,USHAKIRAN FINANCE LTD.
511509,VIVO BIO TECH LTD.
511523,Veerhealth Care Limited
511525,PAN INDIA CORPORATION LTD.
511533,SAHARA HOUSINGFINA CORPORATION LTD.
511535,NDA SECURITIES LTD.
511539,Supra Trends Limited
511543,GSB FINANCE LTD.
511549,MORARKA FINANCE LTD.
511551,Monarch Networth Capital Ltd
511557,PRO FIN CAPITAL SERVICES LTD.
511559,TIMES GUARANTY LTD.
511571,SOM DATT FINANCE CORPORATION LTD.
511577,SAVANI FINANCIALS LTD.
511585,REGENCY TRUST LTD.
511589,Avonmore Capital & Management Services Limited
511593,Libord Finance Ltd
511597,PALSOFT INFOSYSTEMS LTD.
511601,YASH MANAGEMENT & SATELLITE LTD.
511605,ARIHANT CAPITAL MARKETS LTD.
511609,ISL CONSULTING LTD.
511611,DCM FINANCIAL SERVICES LTD.
511618,JIK INDUSTRIES LTD.
511628,IM+ Capitals Limited
511630,SAMBHAAV MEDIA LTD.
511634,DUGAR HOUSING DEVELOPMENTS LTD.
511654,SUGAL & DAMANI SHARE BROKERS LTD.
511658,NETTLINX LTD.
511672,Scan Steels Limited
511676,GIC HOUSING FINANCE LTD.
511688,MATHEW EASOW RESEARCH SECURITIES LTD.
511692,AJCON GLOBAL SERVICES LTD.
511696,CHARTERED CAPITAL & INVESTMENT LTD.
511700,STANDARD CAPITAL MARKETS LTD.
511702,PARSHARTI INVESTMENT LTD.
511710,CUBICAL FINANCIAL SERVICES LTD.
511712,RELIC TECHNOLOGIES LTD.
511714,NIMBUS PROJECTS LTD.
511716,ESCORTS FINANCE LTD.
511724,BAID LEASING AND FINANCE CO.LTD.
511726,VIPUL LTD.
511728,K.Z.LEASING & FINANCE LTD.
511730,TRC FINANCIAL SERVICES LTD.
511736,USHDEV INTERNATIONAL LTD.
511738,MEHTA SECURITIES LTD.
511742,Ugro Capital Ltd
511754,SHALIBHADRA FINANCE LTD.
511756,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.
511758,MANSI FINANCE (CHENNAI) LTD.
511760,Seven Hill Industries Limited
511764,UPASANA FINANCE LTD.
511766,MUTHOOT CAPITAL SERVICES LTD.
511768,MASTER TRUST LTD.
512004,NILKANTH ENGINEERING LTD.
512008,AMANI TRADING & EXPORTS LTD.
512011,TEA TIME LTD.
512014,SOBHAGYA MERCHANTILE LTD.
512018,CNI RESEARCH LTD.
512020,SARASWATI COMMERCIAL (INDIA) LTD.
512022,WINRO COMMERCIAL (INDIA) LTD.
512024,N.D.METAL INDUSTRIES LTD.
512025,INERTIA STEEL LTD.
512026,PH TRADING LTD.
512036,KAPIL COTEX LTD.
512038,AASWA TRADING & EXPORTS LTD.
512047,Royal India Corporation Limited
512048,Luharuka Media & Infra Ltd
512060,VENTURA GUARANTY LTD.
512062,SANMITRA COMMERCIAL LTD.
512063,AYOKI MERCANTILE LTD.
512064,Vishvprabha Ventures Ltd
512065,MRUGESH TRADING LTD.
512068,DECCAN GOLD MINES LTD.
512070,UPL Limited
512091,ANSHUNI COMMERCIALS LTD.
512093,CRANES SOFTWARE INTERNATIONAL LTD.
512099,PUNIT COMMERCIALS LTD.
512101,TRIOCHEM PRODUCTS LTD.
512109,AVIVA INDUSTRIES LTD.
512117,TWIN ROSES TRADES & AGENCIES LTD.
512131,Signet Industries Limited
512153,SPECULAR MARKETING & FINANCING LTD.
512157,Terraform Realstate Limited
512161,Securekloud Technologies Ltd
512165,Abans Enterprises Ltd
512169,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.
512175,VAMA INDUSTRIES LTD.
512179,SUNTECK REALTY LTD.
512195,BENTLEY COMMERCIAL ENTERPRISES LTD.
512197,SILVER OAK COMMERCIAL LTD.
512213,CLASSIC ELECTRICALS LTD.
512215,Stephanotis Finance Ltd
512217,PRISM MEDICO AND PHARMACY LTD.
512221,SPV Global Trading Ltd
512229,VERITAS (INDIA) LTD.
512237,JAI CORP LTD.
512245,NIVI TRADING LTD.
512247,ASHIRWAD CAPITAL LTD.
512257,Swasti Vinayaka Art And Heritage Corporation Ltd
512261,BAJAJ GLOBAL LTD.
512267,MEDIA MATRIX WORLDWIDE LTD.
512271,TASHI INDIA LTD.
512277,AUTORIDERS INTERNATIONAL LTD.
512279,N2N Technologies Limited
512291,SPEEDAGE COMMERCIALS LTD.
512296,BHAGYANAGAR INDIA LTD.
512297,Shantai Industries Ltd
512301,CHAMBAL BREWERIES & DISTILLERIES LTD.
512303,MANSOON TRADING CO.LTD.
512329,Kintech Renewables Ltd
512337,MAHASHREE TRADING LTD.
512341,CES Limited
512344,ARAVALI SECURITIES & FINANCE LTD.
512345,YASH TRADING & FINANCE LTD.
512359,Sword-Edge Commercials Limited
512367,SHERATON PROPERTIES & FINANCE LTD.
512377,MAGNANIMOUS TRADE & FINANCE LTD.
512379,CRESSANDA SOLUTIONS LTD.
512381,Starteck Finance Ltd
512393,SHARDUL SECURITIES LTD.
512404,BENGAL STEEL INDUSTRIES LTD.
512408,UNIWORTH SECURITIES LTD.
512415,MERCURY TRADE LINKS LTD.
512425,NIRAV COMMERCIALS LTD.
512433,ASUTOSH ENTERPRISES LTD.
512437,APOLLO FINVEST (INDIA) LTD.
512441,ENBEE TRADE & FINANCE LTD.
512443,Ganon Products Ltd
512445,DEVINSU TRADING LTD.
512453,SHRI JAGDAMBA POLYMERS LTD.
512455,LLOYDS METALS AND ENERGY LTD.
512461,PUNCTUAL TRADING LTD.
512463,SHREE GLOBAL TRADEFIN LTD.
512477,BETEX INDIA LTD.
512479,GAYATRI TISSUE & PAPERS LTD.
512481,POLYTEX INDIA LTD.
512485,DHANLAXMI COTEX LTD.
512487,Remi Elektrotechnik Limited
512489,OASIS SECURITIES LTD.
512493,GARNET INTERNATIONAL LTD.
512499,SHALIMAR PRODUCTIONS LTD.
512511,VARUN MERCANTILE LTD.
512519,DONEAR INDUSTRIES LTD.-$
512522,NEPTUNE EXPORTS LTD.
512527,SUPER SALES INDIA LTD.-$
512529,SEQUENT SCIENTIFIC LTD.
512531,STATE TRADING CORPORATION OF INDIA LTD.
512553,ZENITH EXPORTS LTD.
512565,R.T.EXPORTS LTD.-$
512573,AVANTI FEEDS LTD.-$
512587,ZODIAC-JRD-MKJ LTD.
512589,SITA ENTERPRISES LTD.
512591,PULSAR INTERNATIONAL LTD.
512595,UNIMODE OVERSEAS LTD.
512597,Keynote Financial Services Ltd
512599,ADANI ENTERPRISES LTD.
512600,MACRO (INTERNATIONAL) EXPORTS LTD.
512604,HARIA EXPORTS LTD.-$
512608,BHANDARI HOSIERY EXPORTS LTD.
512618,RLF LTD.
512624,Regent Enterprises Ltd
512626,ORBIT EXPORTS LTD.
512634,SAVERA INDUSTRIES LTD.
513005,VBC FERRO ALLOYS LTD.-$
513010,Tata Steel Long Products Ltd
513023,NAVA BHARAT VENTURES LTD.
513039,HINDUSTHAN UDYOG LTD.
513043,Remi Edelstahl Tubulars Limited
513059,G.S.AUTO INTERNATIONAL LTD.
513063,TRANS-FREIGHT CONTAINERS LTD.
513097,SHIVALIK BIMETAL CONTROLS LTD.
513108,GANDHI SPECIAL TUBES LTD.-$
513117,AMFORGE INDUSTRIES LTD.
513121,ORICON ENTERPRISES LTD.-$
513142,BALASORE ALLOYS LTD.
513149,ACROW INDIA LTD.
513173,STEEL STRIPS INFRASTRUCTURES LTD.
513179,NATIONAL STEEL & AGRO INDUSTRIES LTD.
513216,UTTAM GALVA STEELS LTD.
513228,PENNAR INDUSTRIES LTD.-$
513250,JYOTI STRUCTURES LTD.
513252,JAY USHIN LTD.
513262,STEEL STRIPS WHEELS LTD.-$
513269,MAN INDUSTRIES (INDIA) LTD.-$
513295,Imec Services Ltd
513303,MODERN STEELS LTD.-$
513305,Terrascope Ventures Ltd
513307,SYNTHIKO FOILS LTD.
513309,Golkonda Aluminium Extrusions Ltd-$
513335,Metalyst Forgings Limited
513337,GUJARAT TOOLROOM LTD.
513343,GRAND FOUNDRY LTD.
513349,AJMERA REALTY & INFRA INDIA LTD.
513353,COCHIN MINERALS & RUTILE LTD.-$
513361,INDIA STEEL WORKS LTD.
513369,RAJKUMAR FORGE LTD.
513375,CARBORUNDUM UNIVERSAL LTD.
513377,MMTC LTD.
513397,VALLABH STEELS LTD.-$
513401,ASHIANA ISPAT LTD.
513403,P.M.TELELINNKS LTD.
513422,BLOOM INDUSTRIES LTD.
513430,Maitri Enterprises Ltd
513434,TATA METALIKS LTD.
513436,SHAH ALLOYS LTD.
513446,JSW Ispat Special Products Ltd
513452,ELANGO INDUSTRIES LTD.
513456,KANISHK STEEL INDUSTRIES LTD.
513460,MAHALAXMI SEAMLESS LTD.-$
513472,SIMPLEX CASTINGS LTD.
513488,SHREE STEEL WIRE ROPES LTD.
513496,MEWAT ZINC LTD.
513498,SOUTHERN MAGNESIUM & CHEMICALS LTD.
513502,BARODA EXTRUSION LTD.
513507,GUJARAT CONTAINERS LTD.
513509,KALYANI FORGE LTD.
513511,PANCHMAHAL STEEL LTD.
513513,ADITYA ISPAT LTD.
513515,S.R.INDUSTRIES LTD.
513517,STEELCAST LTD.
513519,Pitti Engineering Ltd-$
513528,GLITTEK GRANITES LTD.
513532,PRADEEP METALS LTD.
513536,Gujarat Natural Resources Limited
513540,TAMILNADU STEEL TUBES LTD.
513548,SHARDA ISPAT LTD.
513554,MAHAMAYA STEEL INDUSTRIES LTD.
513558,REAL STRIPS LTD.-$
513566,NOVA IRON & STEEL LTD.
513579,FOUNDRY FUEL PRODUCTS LTD.
513599,HINDUSTAN COPPER LTD.
513605,Srikalahasthi Pipes Limited
513642,AXEL POLYMERS LTD.
513683,NLC India Ltd
513687,SPECTRA INDUSTRIES LTD.
513691,JMT AUTO LTD.
513693,KIC METALIKS LTD.
513699,SOLID STONE COMPANY LTD.
513709,SHILP GRAVURES LTD.-$
513713,White Organic Agro Ltd
513723,HIMALAYA GRANITES LTD.-$
513729,ARO GRANITE INDUSTRIES LTD.-$
514010,HIMACHAL FIBRES LTD.
514028,RAJKAMAL SYNTHETICS LTD.
514030,DEEPAK SPINNERS LTD.-$
514034,JBF INDUSTRIES LTD.
514036,LOYAL TEXTILE MILLS LTD.-$
514043,HIMATSINGKA SEIDE LTD.
514045,BSL LTD.
514060,Evergreen Textiles Limited
514087,PBM POLYTEX LTD.-$
514113,ADINATH TEXTILES LTD.
514128,KONARK SYNTHETIC LTD.
514138,SURYALATA SPINNING MILLS LTD.-$
514140,SURYAVANSHI SPINNING MILLS LTD.-$
514142,T T LTD.-$
514144,UNIWORTH LTD.
514162,WELSPUN INDIA LTD.
514165,INDIAN ACRYLICS LTD.
514167,GANESHA ECOSPHERE LTD.
514171,CEETA INDUSTRIES LTD.
514175,VARDHMAN POLYTEX LTD.
514183,BLACK ROSE INDUSTRIES LTD.
514197,S&T CORPORATION LTD.
514215,BINNY LTD.
514223,RAMGOPAL POLYTEX LTD.
514234,SANGAM (INDIA) LTD.
514236,TTL Enterprises Ltd
514238,IKAB SECURITIES & INVESTMENT LTD.
514240,Kush Industries Ltd
514260,SURBHI INDUSTRIES LTD.
514264,SEASONS TEXTILES LTD.-$
514266,ZENITH FIBRES LTD.-$
514272,BHILWARA SPINNERS LTD.
514274,AARVEE DENIMS & EXPORTS LTD.
514280,SANRHEA TECHNICAL TEXTILES LTD.
514286,ASHIMA LTD.
514300,PIONEER EMBROIDERIES LTD.-$
514302,VIPPY SPINPRO LTD.
514312,JAIHIND SYNTHETICS LTD.
514316,RAGHUVIR SYNTHETICS LTD.
514318,JATTASHANKAR INDUSTIES LTD.
514322,KAMADGIRI FASHION LTD.-$
514326,PATSPIN INDIA LTD.
514330,One Global Service Provider Ltd
514332,NEO INFRACON LTD.
514336,Genesis Ibrc India Ltd
514354,PREMIER POLYFILM LTD.
514358,EVERLON SYNTHETICS LTD.
514360,K&R Rail Engineering Ltd
514378,YARN SYNDICATE LTD.
514386,GUJARAT COTEX LTD.
514394,Atlas Jewellery India Limited
514400,GARWARE SYNTHETICS LTD.
514402,SHARAD FIBRES & YARN PROCESSORS LTD.
514412,SARUP INDUSTRIES LTD.-$
514418,Mangalam Organics Limited
514428,HINDUSTAN ADHESIVES LTD.
514440,Blue Pearl Texspin Limited
514442,SRI KPR INDUSTRIES LTD.
514448,JYOTI RESINS & ADHESIVES LTD.
514450,MAHALAXMI RUBTECH LTD.
514454,SOUTHERN LATEX LTD.
514460,OSWAL YARNS LTD.
514470,WINSOME TEXTILE INDUSTRIES LTD.-$
514482,Asahi Industries Limited
514484,THAMBBI MODERN SPINNING MILLS LTD.
515008,MODERN INSULATORS LTD.
515030,ASAHI INDIA GLASS LTD.
515037,MURUDESHWAR CERAMICS LTD.
515043,SAINT-GOBAIN SEKURIT INDIA LTD.
515055,Anant Raj Limited-$
515059,MADHUSUDAN INDUSTRIES LTD.
515085,RESTILE CERAMICS LTD.
515093,MADHAV MARBLES & GRANITES LTD.
515127,Ramasigns Industries Ltd
515145,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$
515147,Haldyn Glass Ltd-$
516003,Duroply Industries Ltd
516007,MANGALAM TIMBER PRODUCTS LTD.
516016,SHREYANS INDUSTRIES LTD.-$
516020,AGIO PAPER & INDUSTRIES LTD.-$
516022,STAR PAPER MILLS LTD.
516030,Yash Pakka Ltd-$
516032,SARDA PAPERS LTD.
516062,NATIONAL PLYWOOD INDUSTRIES LTD.
516064,Arrow Greentech Ltd
516072,VISHNU CHEMICALS LTD.
516078,JUMBO BAG LTD.
516082,N.R.AGARWAL INDUSTRIES LTD.
516086,SHREE RAJESHWARANAND PAPER MILLS LTD.
516092,3P Land Holdings Ltd
516096,SANGAL PAPERS LTD.
516098,VENTURA TEXTILES LTD.
516106,SHREE KARTHIK PAPERS LTD.
516108,SOUTH INDIA PAPER MILLS LTD.
516110,Scandent Imaging Limited
517015,VINDHYA TELELINKS LTD.
517035,RUTTONSHA INTERNATIONAL RECTIFIER LTD.
517041,ADOR WELDING LTD.
517044,INTERNATIONAL DATA MANAGEMENT LTD.
517059,SALZER ELECTRONICS LTD.-$
517063,JETKING INFOTRAIN LTD.
517077,IND-AGIV COMMERCE LTD.
517096,APLAB LTD.-$
517119,PCS TECHNOLOGY LTD.
517146,USHA MARTIN LTD.
517166,SPEL SEMICONDUCTOR LTD.
517168,SUBROS LTD.
517170,KLK Electrical Ltd
517172,Pervasive Commodities Ltd
517174,HONEYWELL AUTOMATION INDIA LTD.
517201,SWITCHING TECHNOLOGIES GUNTHER LTD.
517206,LUMAX INDUSTRIES LTD.
517214,Digispice Technologies Ltd-$
517230,PAE LTD.
517236,CALCOM VISION LTD.
517238,DYNAVISION LTD.
517246,BCC FUBA INDIA LTD.
517258,PRECISION ELECTRONICS LTD.
517264,FINE-LINE CIRCUITS LTD.
517271,HBL POWER SYSTEMS LTD.-$
517273,S&S POWER SWITCHGEAR LTD.
517288,Gujarat Poly Electronics Ltd
517300,GUJARAT INDUSTRIES POWER CO.LTD.
517320,SAVANT INFOCOMM LTD.
517330,CMI LTD.
517334,MOTHERSON SUMI SYSTEMS LTD.
517344,MINDTECK (INDIA) LTD.
517354,HAVELLS INDIA LTD.
517356,ACI INFOCOM LTD.
517360,SBEC SYSTEMS (INDIA) LTD.
517370,INCAP LTD.
517372,GUJARAT INTRUX LTD.-$
517380,IGARASHI MOTORS INDIA LTD.
517385,Symphony Limited
517393,VINTRON INFORMATICS LTD.
517397,PAN ELECTRONICS INDIA LTD.
517399,VXL INSTRUMENTS LTD.
517411,SHYAM TELECOM LTD.
517415,LEE & NEE SOFTWARES (EXPORTS) LTD.
517417,PATELS AIRTEMP (INDIA) LTD.
517421,Butterfly Gandhimathi Appliances Ltd
517429,Athena Global Technologies Ltd-$
517437,DUTRON POLYMERS LTD.-$
517447,R.S.SOFTWARE INDIA LTD.
517449,MAGNA ELECTRO CASTINGS LTD.-$
517467,MARSONS LIMITED
517477,ELNET TECHNOLOGIES LTD.-$
517494,Accel Ltd
517498,WEBSOL ENERGY SYSTEM LTD.
517500,ROTO PUMPS LTD.
517506,TTK PRESTIGE LTD.
517514,D&H India Ltd-$
517522,RAJRATAN GLOBAL WIRE LTD.
517530,Surana Telecom And Power Limited
517536,ONWARD TECHNOLOGIES LTD.
517544,CENTUM ELECTRONICS LTD.
517546,ALFA TRANSFORMERS LTD.
517548,STARLITE COMPONENTS LTD.
517554,NHC FOODS LTD.
517562,TRIGYN TECHNOLOGIES LTD.
517569,KEI INDUSTRIES LTD.
517571,IMP POWERS LTD.
518029,GUJARAT SIDHEE CEMENT LTD.
518075,SURAJ PRODUCTS LTD.
518091,ANJANI PORTLAND CEMENT LTD.-$
519003,Modi Naturals Limited
519014,PRASHANT INDIA LTD.
519031,SHAH FOODS LTD.
519064,KHANDELWAL EXTRACTION LTD.
519091,TASTY BITE EATABLES LTD.
519097,RITESH INTERNATIONAL LTD.
519105,AVT NATURAL PRODUCTS LTD.
519126,HINDUSTAN FOODS LTD.
519136,NAHAR INDUSTRIAL ENTERPRISES LTD.-$
519152,VADILAL ENTERPRISES LTD.
519156,VADILAL INDUSTRIES LTD.-$
519174,ASHIANA AGRO INDUSTRIES LTD.
519183,ADF FOODS LTD.-$
519191,Retro Green Revolution Ltd
519214,WILLIAMSON FINANCIAL SERVICES LTD.
519216,AJANTA SOYA LTD.
519224,WILLIAMSON MAGOR & COMPANY LTD.
519230,Richirich Inventures Limited
519234,Superior Industrial Enterprises Limited
519238,SAPTARISHI AGRO INDUSTRIES LTD.
519242,SARDA PROTEINS LTD.
519260,Sanwaria Consumer Ltd-$
519262,PRIMA AGRO LTD.
519279,MADHUR INDUSTRIES LTD.
519285,TARAI FOODS LTD.
519287,MODERN DAIRIES LTD.
519295,BAMBINO AGRO INDUSTRIES LTD.
519299,PRIME INDUSTRIES LTD.
519307,VIKAS WSP LTD.
519319,Jatalia Global Ventures Ltd
519331,VSF PROJECTS LTD.
519353,BANSISONS TEA INDUSTRIES LTD.
519359,POONA DAL & OIL INDUSTRIES LTD.
519367,TRANSGLOBE FOODS LTD.
519383,ANIK INDUSTRIES LTD.
519397,SHARAT INDUSTRIES LTD.
519413,Datiware Maritime Infra Ltd
519415,KMG MILK FOOD LTD.
519421,KSE LTD.-$
519439,PIONEER AGRO EXTRACTS LTD.
519455,NARBADA GEMS AND JEWELLERY LTD.
519457,VIRAT CRANE INDUSTRIES LTD.
519463,IB INFOTECH ENTERPRISES LTD.
519471,Ambar Protein Industries Ltd
519475,CHORDIA FOOD PRODUCTS LTD.
519477,CIAN Agro Industries & Infrastructure Ltd
519483,TAI INDUSTRIES LTD.-$
519494,N.K.INDUSTRIES LTD.
519500,BKV INDUSTRIES LTD.
519506,NCC BLUE WATER PRODUCTS LTD.
519532,ASIAN TEA & EXPORTS LTD.-$
519552,Heritage Foods Limited
519566,SIMRAN FARMS LTD.
519588,DFM FOODS LTD.
519600,CCL PRODUCTS (INDIA) LTD.
519602,Kellton Tech Solutions Ltd.
519604,SURYO FOODS & INDUSTRIES LTD.
519606,INTEGRATED PROTEINS LTD.
519612,MAHAAN FOODS LTD.
520008,RICO AUTO INDUSTRIES LTD.
520021,OMAX AUTOS LTD.
520043,MUNJAL SHOWA LTD.
520051,JAMNA AUTO INDUSTRIES LTD.
520056,SUNDARAM-CLAYTON LTD.
520057,Jtekt India Ltd
520059,MUNJAL AUTO INDUSTRIES LTD.
520066,JAY BHARAT MARUTI LTD.
520073,RACL Geartech Ltd
520075,SAMKRG PISTONS & RINGS LTD.-$
520081,EAST COAST STEEL LTD.
520086,SICAL LOGISTICS LTD.
520111,RATNAMANI METALS & TUBES LTD.-$
520113,VESUVIUS INDIA LTD.
520119,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.
520121,ARCEE INDUSTRIES LTD.
520123,ABC INDIA LTD.-$
520127,BALURGHAT TECHNOLOGIES LTD.
520131,COASTAL ROADWAYS LTD.
520141,SIBAR AUTO PARTS LTD.
520151,SHREYAS SHIPPING & LOGISTICS LTD.
520155,Starlog Enterprises Ltd
521003,SHIVA SUITINGS LTD.
521014,EUROTEX INDUSTRIES & EXPORTS LTD.
521016,INDO COUNT INDUSTRIES LTD.
521018,MARAL OVERSEAS LTD.
521034,SOMA TEXTILES & INDUSTRIES LTD.
521036,SOURCE INDUSTRIES (INDIA) LTD.
521054,KAKATIYA TEXTILES LTD.
521062,Perfect-Octave Media Projects Ltd
521064,TRIDENT LTD.
521068,HISAR SPINNING MILLS LTD.
521070,ALOK INDUSTRIES LTD.
521080,PASARI SPINNING MILLS LTD.
521082,SPENTEX INDUSTRIES LTD.
521097,AMARJOTHI SPINNING MILLS LTD.
521105,OLYMPIA INDUSTRIES LTD.
521109,NAGREEKA EXPORTS LTD.-$
521113,SUDITI INDUSTRIES LTD.
521131,Shree Bhavya Fabrics Ltd
521133,GEM SPINNERS INDIA LTD.
521137,EUREKA INDUSTRIES LTD.
521141,ADITYA SPINNERS LTD.
521151,DHANLAXMI FABRICS LTD.
521161,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$
521163,ZODIAC CLOTHING CO.LTD.
521178,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$
521180,SUPER SPINNING MILLS LTD.
521182,SEASONS FURNISHINGS LTD.
521188,UNITED TEXTILES LTD.
521194,SIL INVESTMENTS LTD.
521200,SURYALAKSHMI COTTON MILLS LTD.
521206,SAMTEX FASHIONS LTD.-$
521210,CITYMAN LTD.
521216,DHANALAXMI ROTO SPINNERS LTD.
521220,DAMODAR INDUSTRIES LTD.-$
521222,SANBLUE CORPORATION LTD.
521226,UNIROYAL INDUSTRIES LTD.
521228,TATIA GLOBAL VENNTURE LTD.
521232,SUNIL INDUSTRIES LTD.
521234,SRI NACHAMMAI COTTON MILLS LTD.-$
521240,SAMBANDAM SPINNING MILLS LTD.-$
521242,KANDAGIRI SPINNING MILLS LTD.-$
521244,CHITRADURGA SPINTEX LTD.
521248,KITEX GARMENTS LTD.
522001,CRANEX LTD.
522004,BATLIBOI LTD.-$
522005,AUSTIN ENGINEERING CO.LTD.
522014,UNITED DRILLING TOOLS LTD.
522017,FLUIDOMAT LTD.
522027,EMA INDIA LTD.
522029,WINDSOR MACHINES LTD.
522034,SHANTHI GEARS LTD.
522036,MIVEN MACHINE TOOLS LTD.
522064,Honda India Power Products Ltd
522073,The Hi-Tech Gears Ltd
522074,ELGI EQUIPMENTS LTD.
522091,UNITED VAN DER HORST LTD.
522101,KILBURN ENGINEERING LTD.
522105,BIRLA PRECISION TECHNOLOGIES LTD.
522108,YUKEN INDIA LTD.-$
522113,TIMKEN INDIA LTD.
522122,VOITH PAPER FABRICS INDIA LTD.-$
