root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.5637804632638012,0.31784841075794623,0.31784841075794623,0.6821515892420538,0.5,0.007692307692307694,0.015151515151515154,"[[556   2]
 [258   2]]",1.0,0.01,rbf,0.01
0.4612092111290904,0.21271393643031786,0.21271393643031786,0.7872860635696821,0.15151515151515152,0.03311258278145696,0.05434782608695653,"[[639  28]
 [146   5]]",0.1,0.01,sigmoid,0.02
0.3279930824006651,0.10757946210268947,0.10757946210268947,0.8924205378973105,0.25,0.023809523809523808,0.04347826086956521,"[[728   6]
 [ 82   2]]",10.0,0.1,rbf,0.03
0.2662792621981153,0.07090464547677261,0.07090464547677261,0.9290953545232272,0.1176470588235294,0.04444444444444445,0.06451612903225806,"[[758  15]
 [ 43   2]]",0.1,0.1,sigmoid,0.04
0.23970234190332065,0.05745721271393641,0.05745721271393641,0.9425427872860636,0.0,0.0,0.0,"[[771  15]
 [ 32   0]]",100.0,0.0001,sigmoid,0.05
0.09250652524397364,0.008557457212713936,0.008557457212713936,0.991442542787286,0.0,0.0,0.0,"[[811   0]
 [  7   0]]",100.0,0.1,rbf,0.1
