root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.5482351664685594,0.3005617977528089,0.3005617977528089,0.6994382022471911,0.6666666666666666,0.009302325581395349,0.01834862385321101,"[[496   1]
 [213   2]]",1000.0,0.0001,rbf,0.01
0.40363516734125976,0.16292134831460675,0.16292134831460675,0.8370786516853933,0.13333333333333333,0.01904761904761905,0.03333333333333333,"[[594  13]
 [103   2]]",0.1,0.01,sigmoid,0.02
0.29981267559834457,0.0898876404494382,0.0898876404494382,0.9101123595505618,0.1,0.017857142857142856,0.030303030303030307,"[[647   9]
 [ 55   1]]",0.1,0.01,sigmoid,0.03
0.18359701840863132,0.033707865168539325,0.033707865168539325,0.9662921348314608,0.0,0.0,0.0,"[[688   0]
 [ 24   0]]",0.1,0.0001,sigmoid,0.04
0.1797313850904089,0.032303370786516857,0.032303370786516857,0.9676966292134832,0.0,0.0,0.0,"[[689   9]
 [ 14   0]]",10.0,0.01,sigmoid,0.05
0.03747658444979307,0.001404494382022472,0.001404494382022472,0.9985955056179776,0.0,0.0,0.0,"[[711   0]
 [  1   0]]",0.1,0.1,sigmoid,0.1
