root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.5334774730817734,0.2845982142857143,0.2845982142857143,0.7154017857142857,0.14285714285714285,0.004,0.0077821011673151735,"[[640   6]
 [249   1]]",1.0,0.01,rbf,0.01
0.3779644730092272,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,"[[768   1]
 [127   0]]",1.0,0.01,rbf,0.02
0.31160586368955623,0.09709821428571427,0.09709821428571427,0.9029017857142856,0.09375,0.04918032786885247,0.06451612903225806,"[[806  29]
 [ 58   3]]",1.0,0.0001,sigmoid,0.03
0.23145502494313785,0.05357142857142857,0.05357142857142857,0.9464285714285714,0.05,0.03333333333333333,0.04,"[[847  19]
 [ 29   1]]",0.1,0.1,sigmoid,0.04
0.15309310892394862,0.0234375,0.0234375,0.9765625,0.0,0.0,0.0,"[[875   5]
 [ 16   0]]",10.0,0.0001,sigmoid,0.05
0.0472455591261534,0.002232142857142857,0.002232142857142857,0.9977678571428572,0.0,0.0,0.0,"[[894   0]
 [  2   0]]",0.1,0.1,sigmoid,0.1
