root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.4629100498862757,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.6666666666666666,0.010362694300518135,0.020408163265306117,"[[702   1]
 [191   2]]",10.0,0.01,rbf,0.01
0.33071891388307384,0.109375,0.109375,0.890625,0.25,0.02127659574468085,0.0392156862745098,"[[796   6]
 [ 92   2]]",1000.0,0.01,rbf,0.02
0.25877458475338283,0.06696428571428571,0.06696428571428571,0.9330357142857144,0.08333333333333333,0.02,0.03225806451612903,"[[835  11]
 [ 49   1]]",0.1,0.1,sigmoid,0.03
0.17034628596731172,0.029017857142857144,0.029017857142857144,0.9709821428571428,0.3333333333333333,0.04,0.07142857142857142,"[[869   2]
 [ 24   1]]",10.0,0.1,rbf,0.04
0.125,0.015625,0.015625,0.984375,0.5,0.07142857142857142,0.125,"[[881   1]
 [ 13   1]]",10.0,0.1,rbf,0.05
0.057863756235784464,0.003348214285714285,0.003348214285714285,0.9966517857142856,0.0,0.0,0.0,"[[893   0]
 [  3   0]]",0.1,0.1,sigmoid,0.1
