root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.4134491152973615,0.17094017094017094,0.17094017094017094,0.8290598290598291,1.0,0.09090909090909093,0.16666666666666669,"[[95  0]
 [20  2]]",1000.0,0.1,rbf,0.01
0.2614881801842454,0.06837606837606837,0.06837606837606837,0.9316239316239316,0.0,0.0,0.0,"[[109   1]
 [  7   0]]",1000.0,0.1,rbf,0.02
0.2773500981126146,0.07692307692307693,0.07692307692307693,0.9230769230769232,0.14285714285714285,0.25,0.18181818181818185,"[[107   6]
 [  3   1]]",100.0,0.001,sigmoid,0.03
0.22645540682891915,0.05128205128205128,0.05128205128205128,0.9487179487179488,0.25,0.25,0.25,"[[110   3]
 [  3   1]]",10.0,0.1,sigmoid,0.04
0.18490006540840973,0.034188034188034185,0.034188034188034185,0.9658119658119658,0.5,0.25,0.3333333333333333,"[[112   1]
 [  3   1]]",1000.0,0.0001,sigmoid,0.05
0.09245003270420486,0.008547008547008548,0.008547008547008548,0.9914529914529916,0.0,0.0,0.0,"[[116   0]
 [  1   0]]",0.1,0.1,sigmoid,0.1
