root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,threshold
0.5769791021508197,0.3329048843187661,0.3329048843187661,0.6670951156812339,0.2857142857142857,0.0078125,0.015209125475285171,"[[517   5]
 [254   2]]",1.0,0.1,rbf,0.01
0.4506493458387401,0.20308483290488435,0.20308483290488435,0.7969151670951157,0.2,0.03496503496503497,0.05952380952380953,"[[615  20]
 [138   5]]",100.0,0.01,rbf,0.02
0.3382246101179809,0.11439588688946015,0.11439588688946015,0.8856041131105399,0.2857142857142857,0.02325581395348837,0.04301075268817204,"[[687   5]
 [ 84   2]]",100.0,1e-05,sigmoid,0.03
0.2560326136037981,0.06555269922879177,0.06555269922879177,0.9344473007712082,0.0,0.0,0.0,"[[727   2]
 [ 49   0]]",10.0,1e-05,sigmoid,0.04
0.22389402561115868,0.05012853470437018,0.05012853470437018,0.9498714652956298,0.0,0.0,0.0,"[[739   6]
 [ 33   0]]",10.0,0.001,sigmoid,0.05
0.03585173696910374,0.0012853470437017994,0.0012853470437017994,0.9987146529562982,0.0,0.0,0.0,"[[777   0]
 [  1   0]]",0.1,0.1,sigmoid,0.1
