accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.4876325088339223,0.4880952380952381,0.2867132867132867,0.3612334801762115,"[[291 129]
 [306 123]]",25,32,adam,sigmoid,0.2,32,2,0.001
0.5053003533568905,0.49877750611246946,0.48687350835322196,0.4927536231884058,"[[225 205]
 [215 204]]",25,32,adam,sigmoid,0.1,32,3,0.002
0.5005889281507656,0.45161290322580644,0.17114914425427874,0.24822695035460993,"[[355  85]
 [339  70]]",25,50,adam,sigmoid,0.2,32,2,0.003
0.5135453474676089,0.470404984423676,0.383248730964467,0.4223776223776224,"[[285 170]
 [243 151]]",25,50,adam,sigmoid,0.2,32,2,0.004
0.5559481743227326,0.5,0.11936339522546419,0.19271948608137043,"[[427  45]
 [332  45]]",25,25,adam,sigmoid,0.2,32,3,0.005
