accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5006747638326585,0.5248868778280543,0.5918367346938775,0.5563549160671463,"[[139 210]
 [160 232]]",50,50,adam,sigmoid,0.2,32,3,0.001
0.5074224021592443,0.5978260869565217,0.14360313315926893,0.23157894736842105,"[[321  37]
 [328  55]]",25,25,sgd,sigmoid,0.2,32,2,0.002
0.49122807017543857,0.4230769230769231,0.029490616621983913,0.05513784461152881,"[[353  15]
 [362  11]]",25,75,sgd,sigmoid,0.2,32,3,0.003
0.4817813765182186,0.4461538461538462,0.3258426966292135,0.3766233766233766,"[[241 144]
 [240 116]]",25,25,adam,sigmoid,0.2,32,2,0.004
0.5330634278002699,0.5040650406504065,0.1786743515850144,0.26382978723404255,"[[333  61]
 [285  62]]",25,50,adam,sigmoid,0.2,32,2,0.005
