accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.469760900140647,0.5703422053231939,0.36231884057971014,0.4431314623338257,"[[184 113]
 [264 150]]",25,32,adam,sigmoid,0.0,64,3,0.001
0.4866385372714487,0.5405405405405406,0.5063291139240507,0.5228758169934641,"[[146 170]
 [195 200]]",50,25,adam,sigmoid,0.1,32,3,0.002
0.4641350210970464,0.47107438016528924,0.3106267029972752,0.37438423645320196,"[[216 128]
 [253 114]]",25,32,sgd,sigmoid,0.0,16,3,0.003
0.5007032348804501,0.46774193548387094,0.16714697406340057,0.24628450106157113,"[[298  66]
 [289  58]]",50,25,sgd,sigmoid,0.0,16,4,0.004
0.4908579465541491,0.45706371191135736,0.4984894259818731,0.476878612716763,"[[184 196]
 [166 165]]",75,32,adam,sigmoid,0.0,16,3,0.005
